Matriculaciones según carburante y mes.
Comunidad Autónoma/Provincia formalización: Madrid (Comunidad de)/Madrid
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel
Mes: Enero, Febrero, Marzo, Abril, Mayo, Junio, Julio, Agosto, Septiembre, Octubre, Noviembre, Diciembre

Comunidad Autónoma/Provincia formalización;Carburante;Mes;Total
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;TOTAL;544
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Enero;18
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Febrero;1
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Marzo;24
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Abril;36
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Mayo;41
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Junio;24
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Julio;9
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Agosto;11
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Septiembre;51
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Octubre;30
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Noviembre;136
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Diciembre;163
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;TOTAL;2
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Septiembre;1
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Octubre;1
Madrid (Comunidad de)/Madrid;Gasolina;TOTAL;154481
Madrid (Comunidad de)/Madrid;Gasolina;Enero;9601
Madrid (Comunidad de)/Madrid;Gasolina;Febrero;15495
Madrid (Comunidad de)/Madrid;Gasolina;Marzo;15133
Madrid (Comunidad de)/Madrid;Gasolina;Abril;14711
Madrid (Comunidad de)/Madrid;Gasolina;Mayo;17279
Madrid (Comunidad de)/Madrid;Gasolina;Junio;20006
Madrid (Comunidad de)/Madrid;Gasolina;Julio;12749
Madrid (Comunidad de)/Madrid;Gasolina;Agosto;6444
Madrid (Comunidad de)/Madrid;Gasolina;Septiembre;9085
Madrid (Comunidad de)/Madrid;Gasolina;Octubre;8674
Madrid (Comunidad de)/Madrid;Gasolina;Noviembre;11344
Madrid (Comunidad de)/Madrid;Gasolina;Diciembre;13960
Madrid (Comunidad de)/Madrid;Sin especificar;TOTAL;1163
Madrid (Comunidad de)/Madrid;Sin especificar;Enero;88
Madrid (Comunidad de)/Madrid;Sin especificar;Febrero;70
Madrid (Comunidad de)/Madrid;Sin especificar;Marzo;85
Madrid (Comunidad de)/Madrid;Sin especificar;Abril;151
Madrid (Comunidad de)/Madrid;Sin especificar;Mayo;121
Madrid (Comunidad de)/Madrid;Sin especificar;Junio;126
Madrid (Comunidad de)/Madrid;Sin especificar;Julio;69
Madrid (Comunidad de)/Madrid;Sin especificar;Agosto;73
Madrid (Comunidad de)/Madrid;Sin especificar;Septiembre;90
Madrid (Comunidad de)/Madrid;Sin especificar;Octubre;100
Madrid (Comunidad de)/Madrid;Sin especificar;Noviembre;100
Madrid (Comunidad de)/Madrid;Sin especificar;Diciembre;90
