Matriculaciones según carburante y mes.
Comunidad Autónoma/Provincia formalización: Madrid (Comunidad de)/Madrid
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel
Mes: Enero, Febrero, Marzo, Abril, Mayo, Junio, Julio, Agosto, Septiembre, Octubre, Noviembre, Diciembre

Comunidad Autónoma/Provincia formalización;Carburante;Mes;Total
Madrid (Comunidad de)/Madrid;Eléctrico;Diciembre;131
Madrid (Comunidad de)/Madrid;Etanol;TOTAL;1
Madrid (Comunidad de)/Madrid;Etanol;Mayo;1
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;TOTAL;1412
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Enero;87
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Febrero;57
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Marzo;161
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Abril;193
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Mayo;169
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Junio;122
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Julio;127
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Agosto;108
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Septiembre;77
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Octubre;88
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Noviembre;103
Madrid (Comunidad de)/Madrid;Gas Licuado de Petroleo;Diciembre;120
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;TOTAL;271
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Enero;20
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Febrero;27
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Marzo;13
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Abril;15
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Mayo;30
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Junio;23
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Julio;17
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Agosto;7
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Septiembre;37
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Octubre;14
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Noviembre;14
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Diciembre;54
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;TOTAL;3
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Junio;1
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Julio;2
Madrid (Comunidad de)/Madrid;Gasolina;TOTAL;112103
Madrid (Comunidad de)/Madrid;Gasolina;Enero;6393
Madrid (Comunidad de)/Madrid;Gasolina;Febrero;11398
Madrid (Comunidad de)/Madrid;Gasolina;Marzo;13795
Madrid (Comunidad de)/Madrid;Gasolina;Abril;9862
Madrid (Comunidad de)/Madrid;Gasolina;Mayo;12381
Madrid (Comunidad de)/Madrid;Gasolina;Junio;15343
Madrid (Comunidad de)/Madrid;Gasolina;Julio;10546
Madrid (Comunidad de)/Madrid;Gasolina;Agosto;4362
Madrid (Comunidad de)/Madrid;Gasolina;Septiembre;6098
Madrid (Comunidad de)/Madrid;Gasolina;Octubre;7272
Madrid (Comunidad de)/Madrid;Gasolina;Noviembre;6986
Madrid (Comunidad de)/Madrid;Gasolina;Diciembre;7667
Madrid (Comunidad de)/Madrid;Sin especificar;TOTAL;761
Madrid (Comunidad de)/Madrid;Sin especificar;Enero;26
Madrid (Comunidad de)/Madrid;Sin especificar;Febrero;44
Madrid (Comunidad de)/Madrid;Sin especificar;Marzo;61
Madrid (Comunidad de)/Madrid;Sin especificar;Abril;43
Madrid (Comunidad de)/Madrid;Sin especificar;Mayo;85
Madrid (Comunidad de)/Madrid;Sin especificar;Junio;77
Madrid (Comunidad de)/Madrid;Sin especificar;Julio;92
Madrid (Comunidad de)/Madrid;Sin especificar;Agosto;34
Madrid (Comunidad de)/Madrid;Sin especificar;Septiembre;71
Madrid (Comunidad de)/Madrid;Sin especificar;Octubre;107
Madrid (Comunidad de)/Madrid;Sin especificar;Noviembre;61
Madrid (Comunidad de)/Madrid;Sin especificar;Diciembre;60
