Matriculaciones según carburante y mes.
Comunidad Autónoma/Provincia formalización: Madrid (Comunidad de)/Madrid
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel
Mes: Enero, Febrero, Marzo, Abril, Mayo, Junio, Julio, Agosto, Septiembre, Octubre, Noviembre, Diciembre

Comunidad Autónoma/Provincia formalización;Carburante;Mes;Total
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Agosto;23
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Septiembre;4
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Octubre;7
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Noviembre;13
Madrid (Comunidad de)/Madrid;Gas Natural Comprimido;Diciembre;45
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;TOTAL;31
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Febrero;3
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Abril;4
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Mayo;3
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Julio;2
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Agosto;2
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Noviembre;3
Madrid (Comunidad de)/Madrid;Gas Natural Licuado;Diciembre;14
Madrid (Comunidad de)/Madrid;Gasolina;TOTAL;88485
Madrid (Comunidad de)/Madrid;Gasolina;Enero;5098
Madrid (Comunidad de)/Madrid;Gasolina;Febrero;8192
Madrid (Comunidad de)/Madrid;Gasolina;Marzo;11336
Madrid (Comunidad de)/Madrid;Gasolina;Abril;9680
Madrid (Comunidad de)/Madrid;Gasolina;Mayo;10904
Madrid (Comunidad de)/Madrid;Gasolina;Junio;11644
Madrid (Comunidad de)/Madrid;Gasolina;Julio;7530
Madrid (Comunidad de)/Madrid;Gasolina;Agosto;3236
Madrid (Comunidad de)/Madrid;Gasolina;Septiembre;4551
Madrid (Comunidad de)/Madrid;Gasolina;Octubre;6052
Madrid (Comunidad de)/Madrid;Gasolina;Noviembre;5071
Madrid (Comunidad de)/Madrid;Gasolina;Diciembre;5191
Madrid (Comunidad de)/Madrid;Otros;TOTAL;43
Madrid (Comunidad de)/Madrid;Otros;Enero;8
Madrid (Comunidad de)/Madrid;Otros;Febrero;12
Madrid (Comunidad de)/Madrid;Otros;Marzo;5
Madrid (Comunidad de)/Madrid;Otros;Abril;2
Madrid (Comunidad de)/Madrid;Otros;Mayo;6
Madrid (Comunidad de)/Madrid;Otros;Junio;2
Madrid (Comunidad de)/Madrid;Otros;Julio;3
Madrid (Comunidad de)/Madrid;Otros;Agosto;2
Madrid (Comunidad de)/Madrid;Otros;Septiembre;2
Madrid (Comunidad de)/Madrid;Otros;Octubre;1
Madrid (Comunidad de)/Madrid;Sin especificar;TOTAL;635
Madrid (Comunidad de)/Madrid;Sin especificar;Enero;50
Madrid (Comunidad de)/Madrid;Sin especificar;Febrero;43
Madrid (Comunidad de)/Madrid;Sin especificar;Marzo;61
Madrid (Comunidad de)/Madrid;Sin especificar;Abril;40
Madrid (Comunidad de)/Madrid;Sin especificar;Mayo;56
Madrid (Comunidad de)/Madrid;Sin especificar;Junio;40
Madrid (Comunidad de)/Madrid;Sin especificar;Julio;62
Madrid (Comunidad de)/Madrid;Sin especificar;Agosto;44
Madrid (Comunidad de)/Madrid;Sin especificar;Septiembre;37
Madrid (Comunidad de)/Madrid;Sin especificar;Octubre;61
Madrid (Comunidad de)/Madrid;Sin especificar;Noviembre;71
Madrid (Comunidad de)/Madrid;Sin especificar;Diciembre;70
