CODIGO;NOMBRE CRUCE;TRAMO;SENTIDO;DESDE;HASTA;LATITUD;LONGITUD
5050680; C. PADRE DAMIAN;Avenida Alberto Alcocer-Henry Dunant;Avenida Alberto Alcocer;23/10/2019;30/10/2019;40,4593;-3,68542
5050681; C. PADRE DAMIAN;Avenida Alberto Alcocer-Henry Dunant;Henry Dunant;23/10/2019;30/10/2019;40,4592;-3,6856
5050943; C. Calle Costa Rica;Jose Maria Soler (Pz.)-Ricardo Calvo;Jose Maria Soler (Pz.);23/10/2019;30/10/2019;40,45848;-3,67092
5050988; C. CAIDOS DE LA DIVISION AZUL, LOS;Alfonso VIII-Pio XII (Av);Pio XII (Av);24/10/2019;31/10/2019;40,46746;-3,67549
5051034; C. GENERAL LOPEZ POZAS;Francisco Suarez-Joaquin Bau;Francisco Suarez;24/10/2019;31/10/2019;40,46444;-3,68544
5051035; C. GENERAL LOPEZ POZAS;Francisco Suarez-Joaquin Bau;Joaquin Bau;24/10/2019;31/10/2019;40,46444;-3,68544
5051266;Central Paseo. CASTELLANA;Plaza de Cuzco-Francisco Gervas;Plaza de Cuzco;30/05/2019;06/06/2019;40,45926;-3,68995
5051267;Central Paseo. CASTELLANA;Plaza de Cuzco-Francisco Gervas;Francisco Gervas;30/05/2019;06/06/2019;40,45984;-3,6897
5051269;Lateral Paseo. CASTELLANA;Plaza de Cuzco-Francisco Gervas;Francisco Gervas;24/10/2019;31/10/2019;40,46002;-3,68942
5051270;Carril bus Paseo. CASTELLANA;Plaza de Cuzco-Francisco Gervas;Francisco Gervas;28/05/2019;04/06/2019;40,46058;-3,68959
5051271;Carril bus Paseo. CASTELLANA;Plaza de Cuzco-Francisco Gervas;Plaza de Cuzco;28/05/2019;04/06/2019;40,45923;-3,6898
5051272;Carril Bus Paseo. CASTELLANA;Plaza de Cuzco-Francisco Gervas;Francisco Gervas;24/10/2019;31/10/2019;40,45938;-3,68967
5051359; Paseo. HABANA;Honduras-Plaza del Presidente Cardenas;Plaza del Presidente Cardenas;05/06/2019;12/06/2019;40,4597;-3,68129
5051360; Paseo. HABANA;Honduras-Plaza del Presidente Cardenas;Honduras;05/06/2019;12/06/2019;40,4597;-3,68129
5052512; C. SANTA MARIA MAGDALENA;Alfonso XIII-Enrique Jardiel Poncela;Enrique Jardiel Poncela;24/10/2019;31/10/2019;40,46039;-3,66957
5052513; C. SANTA MARIA MAGDALENA;Alfonso XIII-Enrique Jardiel Poncela;Alfonso XIII;24/10/2019;31/10/2019;40,46039;-3,66957
5052931; C. DOCTOR FLEMING;Felix Boix-Carlos Maurrás;Carlos Maurrás;25/10/2019;01/11/2019;40,46276667;-3,687833333
5053163; C. MADRE DE DIOS;Madreselva-Bermúdez Cañete;Madreselva;28/10/2019;04/11/2019;40,46435;-3,67323
5053193; C. MENENDEZ PIDAL;Domingo Fernández-Henri Dunat;Domingo Fernández;21/03/2019;28/03/2019;40,46;-3,6825
5060197; Av. BURGOS;Bambu-Avenida San Luis;Bambu;21/10/2019;28/10/2019;40,4799;-3,67574
5060198; Av. BURGOS;Bambu-Avenida San Luis;San Luis;21/10/2019;28/10/2019;40,47972;-3,67569
5060199; Av. BURGOS;Buganvilla-Marques de Torroja;Buganvilla;21/10/2019;28/10/2019;40,47051;-3,67621
5060200; Av. BURGOS;Buganvilla-Marques de Torroja;Marques de Torroja;21/10/2019;28/10/2019;40,47069;-3,67633
5060257;Central Paseo. CASTELLANA;Doctor Huertas-Luis Esteban;Luis Esteban;29/01/2019;05/02/2019;40,47234;-3,68759
5060260;Lateral Paseo. CASTELLANA;Doctor Huertas-Luis Esteban;Luis Esteban;29/01/2019;05/02/2019;40,47229;-3,68724
5060287;Tunel Paseo. CASTELLANA;Sinesio Delgado-Avenida Monforte de Lemos;Sinesio Delgado;30/01/2019;06/02/2019;40,47426;-3,68695
5060288;Lateral Paseo. CASTELLANA;Sinesio Delgado-Avenida Monforte de Lemos;Sinesio Delgado;29/01/2019;05/02/2019;40,47424;-3,68702
5060289;Lateral Paseo. CASTELLANA;Sinesio Delgado-Avenida Monforte de Lemos;Avenida Monforte de Lemos;29/01/2019;05/02/2019;40,47453;-3,68657
5060603; C. MATEO INURRIA;Plaza de Castilla-Enrique Larreta;Plaza de Castilla;22/10/2019;29/10/2019;40,46647;-3,68724
5060605; C. MAURICIO LEGENDRE;Doctor Huertas-Jose Vasconcelos;Jose Vasconcelos;22/10/2019;29/10/2019;40,47106;-3,68626
5060606; C. MAURICIO LEGENDRE;Doctor Huertas-Jose Vasconcelos;Doctor Huertas;22/10/2019;29/10/2019;40,47125;-3,68612
5060607; C. MAURICIO LEGENDRE;Manuel Caldeiro-Daniel Vazquez Diaz;Manuel Caldeiro;22/10/2019;29/10/2019;40,47551;-3,68441
5060608; C. MAURICIO LEGENDRE;Manuel Caldeiro-Daniel Vazquez Diaz;Daniel Vazquez Diaz;31/01/2019;07/02/2019;40,47564;-3,68438
5060609;Lateral C. MAURICIO LEGENDRE;Manuel Caldeiro-Daniel Vazquez Diaz;Daniel Vazquez Diaz;22/10/2019;29/10/2019;40,47555;-3,68429
5060610;Lateral C. MAURICIO LEGENDRE;Manuel Caldeiro-Daniel Vazquez Diaz;Manuel Caldeiro;22/10/2019;29/10/2019;40,4755;-3,68446
5060693; Av. PIO XII;Caidos de la Division Azul-Bambu;Caidos de la Division Azul;23/10/2019;30/10/2019;40,4696;-3,67315
5060696;Lateral Av. PIO XII;Caidos de la Division Azul-Bambu;Caidos de la Division Azul;23/10/2019;30/10/2019;40,46968;-3,67308
5060957; Av. Avda. Pío XII;Caidos de la Division Azul-Jose Bardasano Baos;Caidos de la Division Azul;23/10/2019;30/10/2019;40,46778;-3,67414
5060958; Av. Avda. Pío XII;Caidos de la Division Azul-Jose Bardasano Baos;Jose Bardasano Baos;23/10/2019;30/10/2019;40,46769;-3,67411
5060987; C. CAIDOS DE LA DIVISION AZUL, LOS;Alfonso VIII-Pio XII (Av);Alfonso VIII;24/10/2019;31/10/2019;40,4677;-3,67588
5061005; C. CUESTA DEL SAGRADO CORAZON;Arturo Soria-Caidos de la Division Azul;Arturo Soria;23/10/2019;30/10/2019;40,46662;-3,6697
5061006; C. CUESTA DEL SAGRADO CORAZON;Arturo Soria-Caidos de la Division Azul;Caidos de la Division Azul;23/10/2019;30/10/2019;40,4666;-3,66973
5061018; C. ENRIQUE LARRETA;Mateo Inurria-Agustin de Foxa;Agustin de Foxa;24/10/2019;31/10/2019;40,46844;-3,68658
5061019; C. ENRIQUE LARRETA;Mateo Inurria-Agustin de Foxa;Mateo Inurria;24/10/2019;31/10/2019;40,46851;-3,68671
5061256;Tunel Paseo. CASTELLANA;Luis Esteban-Sinesio Delgado;Sinesio Delgado;30/01/2019;06/02/2019;40,47391;-3,68713
5061257;Lateral der. Paseo. CASTELLANA;Luis Esteban-Sinesio Delgado;Sinesio Delgado;30/01/2019;06/02/2019;40,47396;-3,6871
5061258;Lateral Izq. Paseo. CASTELLANA;Luis Esteban-Sinesio Delgado;Sinesio Delgado;30/01/2019;06/02/2019;40,47395;-3,68715
5061260;Lateral Paseo. CASTELLANA;Manuel Caldeiro-Arzobispo Morcillo;Arzobispo Morcillo;29/05/2019;05/06/2019;40,47855;-3,68543
5061262;Lateral Paseo. CASTELLANA;Monforte de Lemos-Manuel Caldeiro;Manuel Caldeiro;21/03/2019;28/03/2019;40,47595;-3,68622
5061282;Lateral Paseo. CASTELLANA;San Leopoldo-San Benito;San Leopoldo;28/03/2019;04/04/2019;40,46865;-3,68813
5061417;Tunel C. MARIA DE MOLINA;Paseo de la Castellana-Maria de Molina;Maria de Molina;12/06/2019;19/06/2019;40,47391;-3,68637
5061614; C. AGUSTIN DE FOXA;San Benito-Enrique Larreta;San Benito;17/06/2019;24/06/2019;40,46854;-3,68734
5061615;Tunel C. AGUSTIN DE FOXA;San Benito-Enrique Larreta;Mauricio Legendre;17/06/2019;24/06/2019;40,46854;-3,68734
5061715; C. BAMBU;Consuegra-Hiedra;Hiedra;26/06/2019;03/07/2019;40,47401;-3,67754
5061986; C. ESTACION CHAMARTIN;Agustin de Foxa-Avenida Pio XII;Agustin de Foxa;12/07/2019;19/07/2019;40,47153;-3,68103
5061987; C. ESTACION CHAMARTIN;Agustin de Foxa-Avenida Pio XII;Avenida Pio XII;12/07/2019;19/07/2019;40,47155;-3,68101
5061988; C. ESTACION DE CHAMARTIN;Agustin de Foxa-Avenida de Pio XII;Agustin de Foxa;31/01/2019;07/02/2019;40,47153;-3,68108
5062741; C. CAIDOS DE LA DIVISION AZUL;Avenida Pío XII-José Bardasano;José Bardasano;24/10/2019;31/10/2019;40,46686667;-3,673483333
5062742; C. CAIDOS DE LA DIVISION AZUL;Avenida Pío XII-José Bardasano;Avenida Pío XII;24/10/2019;31/10/2019;40,46686667;-3,673483333
5062780; Estación. CHAMARTIN (SALIDAS DE HOTEL);Agustín de Foxá-Avenida Pío XII;Agustín de Foxá;25/10/2019;01/11/2019;40,47215;-3,683233333
5062979; C. FRANCISCO PALAU Y QUER;Mauricio Legendre-Estación;Estación;25/10/2019;01/11/2019;40,47368333;-3,68455
5062980; C. FRANCISCO PALAU Y QUER;Mauricio Legendre-Estación;Mauricio Legendre;25/10/2019;01/11/2019;40,47368333;-3,68455
5063255; C. PLATERIAS;Paseo de la Habana-Travesía de San Fernando;Travesía de San Fernando;28/10/2019;04/11/2019;40,46766667;-3,677666667
5063256; C. PLATERIAS;Paseo de la Habana-Caídos de la División Azul;Caídos de la División Azul;28/10/2019;04/11/2019;40,46766667;-3,677666667
6010181; C. BRAVO MURILLO;Alvarado-Juan Pantoja;Juan Pantoja;15/10/2019;22/10/2019;40,45015;-3,70357
6010182; C. BRAVO MURILLO;Alvarado-Juan Pantoja;Alvarado;15/10/2019;22/10/2019;40,45017;-3,70363
6010669; Av. PABLO IGLESIAS;Leneros-Plaza Rocio Durcal;Plaza Rocio Durcal;16/10/2019;23/10/2019;40,45707;-3,71169
6010670; Av. PABLO IGLESIAS;Leneros-Plaza Rocio Durcal;Leneros;16/10/2019;23/10/2019;40,45707;-3,71169
6011481; Av. PABLO IGLESIAS;Avenida del Doctor Federico Rubio y Gali-Numancia;Avenida del Doctor Federico Rubio y Gali;08/07/2019;15/07/2019;40,45354;-3,71233
6011481; Av. PABLO IGLESIAS;Avenida del Doctor Federico Rubio y Gali-Numancia;Avenida del Doctor Federico Rubio y Gali;10/06/2019;17/06/2019;40,45354;-3,71233
6011482; Av. PABLO IGLESIAS;Avenida del Doctor Federico Rubio y Gali-Numancia;Numancia;08/07/2019;15/07/2019;40,45354;-3,71233
6011482; Av. PABLO IGLESIAS;Avenida del Doctor Federico Rubio y Gali-Numancia;Numancia;10/06/2019;17/06/2019;40,45354;-3,71233
6012670; C. ALVARADO;Topete-Tenerife;Tenerife;17/10/2019;24/10/2019;40,45071667;-3,70585
6012766; C. CASTILLA;Goiri-Francisco Salas;Goiri;10/03/2019;17/03/2019;40,45306667;-3,704933333
6012855; Camino DE LEÑEROS;Santa Juliana-Castilla;Castilla;17/10/2019;24/10/2019;40,45261667;-3,707616667
6013104; C. JERONIMA LLORENTE;Oudrid-Lorenzana Correa;Lorenzana Correa;10/03/2019;17/03/2019;40,45436667;-3,707233333
6013105; C. JERONIMA LLORENTE;Oudrid-Lorenzana Correa;Oudrid;10/03/2019;17/03/2019;40,45436667;-3,707233333
6013323; C. SAN RAIMUNDO;Tenerife-Olite;Tenerife;10/03/2019;17/03/2019;40,45173333;-3,7069
6020664; C. ORENSE;General Orgaz-Pedro Teixieira;General Orgaz;26/03/2019;02/04/2019;40,45491;-3,69488
6021231; C. CAPITAN HAYA;Pedro Teixeira-General Yag?e;General Yag?e;10/06/2019;17/06/2019;40,45522;-3,69248
6021471; C. ORENSE;Basilica-Hernani;Basilica;14/06/2019;21/06/2019;40,4482;-3,69523
6021472; C. ORENSE;Basilica-Hernani;Hernani;28/06/2019;05/07/2019;40,44835;-3,69533
6021473; C. ORENSE;General Yag?e-Pedro Teixeira;Pedro Teixeira;31/01/2019;07/02/2019;40,45563;-3,69479
6021708; C. AVILA;Bravo Murillo-Lerida;Lerida;26/06/2019;03/07/2019;40,45283;-3,70219
6021709; C. AVILA;J.M.Castro-Infanta Mercedes;Infanta Mercedes;08/03/2019;15/03/2019;40,45276;-3,69989
6022041; C. GENERAL MOSCARDO;Hernani-Basilica;Basilica;18/07/2019;25/07/2019;40,44877;-3,69674
6022104; C. INFANTA MERCEDES;San Enrique-General Yague;General Yague;24/07/2019;31/07/2019;40,45592;-3,69833
6022105; C. INFANTA MERCEDES;San Enrique-General Yague;San Enrique;24/07/2019;31/07/2019;40,45592;-3,69833
6022934; C. DULCINEA;Oviedo-Palencia;Palencia;14/03/2019;21/03/2019;40,44901667;-3,699916667
6023134; C. LA CORUÑA;Bravo Murillo-Asunción Castell;Asunción Castell;14/03/2019;21/03/2019;40,45566667;-3,7022
6030225; C. CAPITAN HAYA;Jose Castan Tobenas-Bravo Murillo;Bravo Murillo;19/03/2019;26/03/2019;40,46446;-3,69161
6030226; C. CAPITAN HAYA;Pintor Juan Gris-Sor Angela de la Cruz;Sor Angela de la Cruz;21/03/2019;28/03/2019;40,45772;-3,69238
6030261;Lateral Paseo. CASTELLANA;Estebanez Calderon-Plaza de Castilla;Estebanez Calderon;20/05/2019;27/05/2019;40,4637;-3,69007
6030663; C. ORENSE;General Margallo-Francisco Gervas;General Margallo;19/03/2019;26/03/2019;40,46022;-3,69417
6031230; C. CAPITAN HAYA;Francisco Gervas-Rosario Pino;Rosario Pino;14/03/2019;21/03/2019;40,46109;-3,69202
6031242; Paseo. CASTELLANA;Carlos Maurras-Felix Boix;Carlos Maurras;28/05/2019;04/06/2019;40,46204;-3,68985
6031243;Carril bus Paseo. CASTELLANA;Carlos Maurras-Felix Boix;Carlos Maurras;28/05/2019;04/06/2019;40,46207;-3,68988
6031244;Lateral Paseo. CASTELLANA;Carlos Maurras-Felix Boix;Carlos Maurras;28/05/2019;04/06/2019;40,46216;-3,68994
6031245;Salida a Latera Paseo. CASTELLANA;Carlos Maurras-Felix Boix;Carlos Maurras;28/05/2019;04/06/2019;40,46213;-3,68991
6031474; C. ORENSE;Huesca-Sor Angela de la Cruz;Huesca;19/06/2019;26/06/2019;40,45814;-3,69437
6031475; C. ORENSE;Huesca-General Yag?e;General Yag?e;19/06/2019;26/06/2019;40,45719;-3,6946
6031478; C. ORENSE;Rosario Pino-Francisco Gervas;Francisco Gervas;10/06/2019;17/06/2019;40,46169;-3,69391
6032100; C. INFANTA MERCEDES;Alonso Castrillo-Pensamiento;Pensamiento;24/07/2019;31/07/2019;40,45869;-3,69717
6032101; C. INFANTA MERCEDES;Alonso Castrillo-Pensamiento;Huesca;24/07/2019;31/07/2019;40,45869;-3,69717
6040258;Central Paseo. CASTELLANA;Doctor Huertas-Luis Esteban;Doctor Huertas;29/01/2019;05/02/2019;40,47239;-3,68783
6040259;Lateral Paseo. CASTELLANA;Doctor Huertas-Luis Esteban;Doctor Huertas;29/01/2019;05/02/2019;40,47244;-3,68806
6040840;Lateral C. SINESIO DELGADO;Las Magnolias-Finisterre;Las Magnolias;31/01/2019;07/02/2019;40,4744;-3,69125
6041255;Lateral Paseo. CASTELLANA;Luis Esteban-Sinesio Delgado;Luis Esteban;30/01/2019;06/02/2019;40,47321;-3,68788
6041264;Lateral Paseo. CASTELLANA;Plaza Castilla-San Benito;Plaza Castilla;31/01/2019;07/02/2019;40,4672;-3,68907
6041281;Lateral Paseo. CASTELLANA;San Leopoldo-San Benito;San Benito;21/03/2019;28/03/2019;40,4688;-3,68868
6041574; C. SINESIO DELGADO;Paseo de la CAstellana-Las Magnolias;Paseo de la CAstellana;26/06/2019;03/07/2019;40,47417;-3,68808
6050189; C. BRAVO MURILLO;San Felipe-General Margallo;San Felipe;15/10/2019;22/10/2019;40,4615;-3,69802
6050190; C. BRAVO MURILLO;San Felipe-General Margallo;General Margallo;15/10/2019;22/10/2019;40,4615;-3,69802
6050844; C. SINESIO DELGADO;Ribadavia-Piedrafita del Cebrero (Gt¦.);Ribadavia;16/10/2019;23/10/2019;40,47154;-3,70753
6051792; C. CAPITAN BLANCO ARGIBAY;Bravo Murillo-Torrijos;Bravo Murillo;10/07/2019;17/07/2019;40,46464;-3,69588
6051793; C. CAPITAN BLANCO ARGIBAY;Divino Redentor-Alfalfa;Divino Redentor;21/03/2019;28/03/2019;40,46657;-3,70293
6051794; C. CAPITAN BLANCO ARGIBAY;Moquetas-Bardala;Bardala;05/07/2019;12/07/2019;40,46584;-3,70087
6051942; Paseo. DIRECCION;Villaamil-Panizo;Villaamil;17/07/2019;24/07/2019;40,4625;-3,70796
6051943; Paseo. DIRECCION;Villaamil-Panizo;Panizo;03/07/2019;10/07/2019;40,46253;-3,70787
6052343; C. PINOS ALTA;Jose-Bascones;Bascones;21/03/2019;28/03/2019;40,46667;-3,69675
6052344; C. PINOS ALTA;Rosario Romero-Carmen Montoya;Carmen Montoya;16/10/2019;23/10/2019;40,46902;-3,69907
6052781; Camino CHORRILLO;Villaamil-Glorieta Piedrafita del Cebrero;Glorieta Piedrafita del Cebrero;21/03/2019;28/03/2019;40,46838333;-3,712066667
6052826; Paseo. DE LA DIRECCION;Panizo-Marqués de Viana;Panizo;17/10/2019;24/10/2019;40,46463333;-3,706433333
6052827; Paseo. DE LA DIRECCION;Panizo-Marqués de Viana;Marqués de Viana;17/10/2019;24/10/2019;40,46413333;-3,706333333
6052898; Camino DEL CHORRILLO;Villaamil-Sinesio Delgado;Sinesio Delgado;17/10/2019;24/10/2019;40,46838333;-3,712066667
6052899; Camino DEL CHORRILLO;Villaamil-Sinesio Delgado;Villaamil;17/10/2019;24/10/2019;40,46838333;-3,712066667
6053059; C. HIERBABUENA;Cuevas-Gonzalo Sandino;Cuevas;21/03/2019;28/03/2019;40,4626;-3,70005
6060183; C. BRAVO MURILLO;Anastasio Herrero-San Enrique;San Enrique;15/10/2019;22/10/2019;40,45668;-3,70208
6060184; C. BRAVO MURILLO;Anastasio Herrero-San Enrique;Anastasio Herrero;15/10/2019;22/10/2019;40,45662;-3,70215
6060437; C. FRANCOS RODRIGUEZ;Lorenzana-Guadalix;Pamplona;15/10/2019;22/10/2019;40,45696;-3,70916
6060438; C. FRANCOS RODRIGUEZ;Lorenzana-Guadalix;Numancia;15/10/2019;22/10/2019;40,45696;-3,70916
6061052; C. LOPE DE HARO;Juan del Risco-Berruguete;Berruguete;16/10/2019;23/10/2019;40,45715;-3,70295
6061053; C. LOPE DE HARO;Juan del Risco-Berruguete;Juan del Risco;16/10/2019;23/10/2019;40,45723;-3,703
6061062; C. MARQUES DE VIANA;Hierbabuena-Cactus;Hierbabuena;16/10/2019;23/10/2019;40,46146;-3,70019
6061063; C. MARQUES DE VIANA;Hierbabuena-Cactus;Cactus;16/10/2019;23/10/2019;40,46145;-3,70021
6061217; C. BRAVO MURILLO;Marques de Leis-General Yagüe;General Yagüe;23/05/2019;30/05/2019;40,4579;-3,7014
6061218; C. BRAVO MURILLO;Marques de Leis-General Yag?e;Marques de Leis;23/05/2019;30/05/2019;40,45793;-3,70143
6061220; C. BRAVO MURILLO;Tablada-Algodonales;Algodonales;23/05/2019;30/05/2019;40,45965;-3,69943
6061221; C. BRAVO MURILLO;Tablada-Algodonales;Tablada;23/05/2019;30/05/2019;40,45971;-3,6994
6061725; C. Berruguete;Calle Rom n Alonso-Calle Burgos;Calle Rom n Alonso;26/06/2019;03/07/2019;40,45917;-3,70497
6061726; C. Berruguete;Calle Rom n Alonso-Calle Burgos;Calle Burgos;16/10/2019;23/10/2019;40,45917;-3,70497
6062606; C. VILLAAMIL;Ofelia Nieto-Isla de la Gomera;Ofelia Nieto;17/10/2019;24/10/2019;40,46153;-3,70828
6062607; C. VILLAAMIL;Ofelia Nieto-Isla de la Gomera;Isla de la Gomera;17/10/2019;24/10/2019;40,46153;-3,70828
6063060; C. HIERBABUENA;Los Algodonales-Del Naranjo;Del Naranjo;17/10/2019;24/10/2019;40,4608;-3,7013
6063083; C. ISLA DE LA GOMERA;Rosa Méndez-Santa Eulalia;Santa Eulalia;17/10/2019;24/10/2019;40,46168333;-3,707166667
6063186; C. MATAS;Maseda-Luis Missón;Luis Missón;17/10/2019;24/10/2019;40,45961667;-3,706316667
7010072;Tunel C. ALBERTO AGUILERA;Guzman el Bueno-Blasco de Garay;Guzman el Bueno;19/09/2019;26/09/2019;40,43032;-3,71269
7010074;Lateral C. ALBERTO AGUILERA;Guzman el Bueno-Blasco de Garay;Blasco de Garay;20/09/2019;27/09/2019;40,43032;-3,71269
7011508; C. PRINCESA;Alberto Aguilera-Rodriguez San Pedro;Rodriguez San Pedro;13/06/2019;20/06/2019;40,43111;-3,71635
7011509; C. PRINCESA;Alberto Aguilera-Rodriguez San Pedro;Alberto Aguilera;13/06/2019;20/06/2019;40,43126;-3,71633
7011740; C. BLASCO DE GARAY;Rodriguez San Pedro-Melendez Valdes;Melendez Valdes;25/06/2019;02/07/2019;40,43256;-3,71169
7012009; C. FERNANDEZ DE LOS RIOS;Blasco de Garay-Guzman el Bueno;Blasco de Garay;15/07/2019;22/07/2019;40,43552;-3,71286
7012009; C. FERNANDEZ DE LOS RIOS;Blasco de Garay-Guzman el Bueno;Blasco de Garay;22/07/2019;29/07/2019;40,43552;-3,71286
7012011; C. FERNANDEZ DE LOS RIOS;Gaztambide-Hilarion Eslava;Gaztambide;15/07/2019;22/07/2019;40,43522;-3,71601
7012013; C. FERNANDO EL CATOLICO;Guzman el Bueno-Andres Mellado;Andres Mellado;04/11/2019;11/11/2019;40,4343;-3,71361
7012013; C. FERNANDO EL CATOLICO;Guzman el Bueno-Andres Mellado;Andres Mellado;15/07/2019;22/07/2019;40,4343;-3,71361
7012035; C. GAZTAMBIDE;Fernando el Catolico-Melendez Valdes;Melendez Valdes;15/07/2019;22/07/2019;40,43402;-3,71555
7012439; C. RODRIGUEZ SAN PEDRO;Andres Mellado-Gaztambide;Gaztambide;17/09/2019;24/09/2019;40,4316;-3,71546
7013061; C. HILARION ESLAVA;Donoso Cortés-Joaquín María López;Joaquín María López;15/03/2019;22/03/2019;40,43708333;-3,716633333
7013062; C. HILARION ESLAVA;Fernando el Católico-Fernández de los Ríos;Fernández de los Ríos;18/09/2019;25/09/2019;40,43471667;-3,716616667
7013064; C. HILARION ESLAVA;Princesa-Meléndez Valdés;Meléndez Valdés;18/09/2019;25/09/2019;40,43291667;-3,71685
7013190; C. MELENDEZ VALDES;Andrés Mellado-Guzmán el Bueno;Guzmán el Bueno;19/09/2019;26/09/2019;40,43306667;-3,713783333
7020071; C. ALBERTO AGUILERA;Acuerdo-Glorieta Ruiz Jimenez;Acuerdo;19/09/2019;26/09/2019;40,4298;-3,70734
7020187; C. BRAVO MURILLO;Fernandez de los Rios-Donoso Cortes;Fernandez de los Rios;20/09/2019;27/09/2019;40,43507;-3,70441
7020290; C. CEA BERMUDEZ;Boix y Morer-Bravo Murillo;Bravo Murillo;19/03/2019;26/03/2019;40,43855;-3,70535
7021212; C. BRAVO MURILLO;Donoso Cortes-Garcia Paredes;Donoso Cortes;04/06/2019;11/06/2019;40,43667;-3,70448
7021213; C. BRAVO MURILLO;Garcia de Paredes-Jose Abascal;Garcia de Paredes;15/03/2019;22/03/2019;40,43815;-3,70424
7021666; C. ARAPILES;Quevedo (Gt¦.)-Magallanes;Magallanes;16/09/2019;23/09/2019;40,4334;-3,705
7021967; C. DONOSO CORTES;Escosura-Vallehermoso;Vallehermoso;15/07/2019;22/07/2019;40,43612;-3,70735
7022010; C. FERNANDEZ DE LOS RIOS;Escosura-Vallehermoso;Escosura;15/03/2019;22/03/2019;40,43535;-3,70772
7022012; C. FERNANDO EL CATOLICO;Escosura-Vallehermoso;Vallehermoso;15/03/2019;22/03/2019;40,43386;-3,7076
7022588; C. VALLEHERMOSO;Glorieta de Gran Capitan-Emilio Carrere;Emilio Carrere;17/09/2019;24/09/2019;40,43024;-3,70919
7023002; C. GALILEO;Fernando El Católico-Fernando de los Ríos;Fernando El Católico;17/09/2019;24/09/2019;40,4348;-3,710283333
7023165; C. MAGALLANES;Fernández de los Ríos-Cercedilla;Cercedilla;18/09/2019;25/09/2019;40,43508333;-3,7057
7030439; C. FUENCARRAL;Alburquerque-Hartzenbusch;Alburquerque;20/09/2019;27/09/2019;40,43029;-3,70313
7030440; C. FUENCARRAL;Alburquerque-Hartzenbusch;Hartzenbusch;20/09/2019;27/09/2019;40,43029;-3,70313
7030578; C. LUCHANA;Covarrubias-Manuel Silvela;Manuel Silvela;20/09/2019;27/09/2019;40,4317;-3,69869
7030579; C. LUCHANA;Covarrubias-Manuel Silvela;Covarrubias;20/09/2019;27/09/2019;40,432;-3,6988
7030777; C. SAN BERNARDO;Glorieta Ruiz Jimenez-Rodriguez San Pedro;Rodriguez San Pedro;23/09/2019;30/09/2019;40,43033;-3,70518
7030778; C. SAN BERNARDO;Glorieta Ruiz Jimenez-Rodriguez San Pedro;Glorieta Ruiz Jimenez;23/09/2019;30/09/2019;40,43066;-3,70524
7031014; C. ELOY GONZALO;Glorieta Quevedo-Cardenal Cisneros;Glorieta Quevedo;23/09/2019;30/09/2019;40,43387;-3,70353
7031015; C. ELOY GONZALO;Glorieta Quevedo-Cardenal Cisneros;Cardenal Cisneros;23/09/2019;30/09/2019;40,43367;-3,70348
7031401; C. LUCHANA;Palafox-Trafalgar;Trafalgar;07/06/2019;14/06/2019;40,43027;-3,7004
7031402; C. LUCHANA;Palafox-Trafalgar;Palafox;07/06/2019;14/06/2019;40,43027;-3,7004
7031526; C. SAGASTA;Manuel Silvela-Francisco Rojas;Francisco Rojas;13/06/2019;20/06/2019;40,42825;-3,69858
7031527; C. SAGASTA;Manuel Silvela-Francisco Rojas;Manuel Silvela;13/06/2019;20/06/2019;40,42825;-3,69858
7032020; C. FRANCISCO ROJAS;Sagasta-Nicasio Gallego;Sagasta;16/07/2019;23/07/2019;40,42878;-3,69999
7032021; C. FRANCISCO ROJAS;Sagasta-Nicasio Gallego;Nicasio Gallego;16/07/2019;23/07/2019;40,42875;-3,6996
7032182; C. MANUEL CORTINA;Covarrubias-Manuel Silvela;Manuel Silvela;17/09/2019;24/09/2019;40,43074;-3,69843
7032569; C. TRAFALGAR;Eloy Gonzalo-Luchana;Eloy Gonzalo;17/09/2019;24/09/2019;40,43094;-3,70027
7032570; C. TRAFALGAR;Eloy Gonzalo-Luchana;Luchana;17/09/2019;24/09/2019;40,4309;-3,70025
7032644; C. ALBURQUERQUE;Cardenal Cisneros-Fuencarral;Fuencarral;28/11/2019;05/12/2019;40,43105;-3,7025
7032763; C. CARDENAL CISNEROS;Hartzenbusch-Luchana;Luchana;17/09/2019;24/09/2019;40,42998333;-3,701766667
7032975; C. FRANCISCO DE ROJAS;Nicasio Gallego-Luchana;Luchana;18/09/2019;25/09/2019;40,43016667;-3,699916667
7032976; C. FRANCISCO DE ROJAS;Nicasio Gallego-Luchana;Nicasio Gallego;18/09/2019;25/09/2019;40,43016667;-3,69995
7033008; C. GARCIA DE PAREDES;Santísima Trinidad-Medellín;Santísima Trinidad;18/09/2019;25/09/2019;40,43683333;-3,700516667
7033014; C. GENERAL ALVAREZ DE CASTRO;Feijoo-Viriato;Viriato;18/09/2019;25/09/2019;40,43505;-3,702033333
7033015; C. GENERAL ALVAREZ DE CASTRO;Feijoo-Viriato;Feijoo;18/09/2019;25/09/2019;40,43501667;-3,702133333
7033216; C. NICASIO GALLEGO;Manuel Silvela-Covarrubias;Covarrubias;19/09/2019;26/09/2019;40,42958333;-3,6984
7033407; C. VIRIATO;Cardenal Cisneros-Bravo Murillo;Bravo Murillo;19/03/2019;26/03/2019;40,436;-3,703933333
