CODIGO;NOMBRE CRUCE;TRAMO;SENTIDO;DESDE;HASTA;LATITUD;LONGITUD
1040984; C. BARBARA DE BRAGANZA;Marques de la Ensenada-Recoletos (P.);Recoletos (P.);11/05/2021;18/05/2021;40.42334149;-3.692277735
1040985; C. BARBARA DE BRAGANZA;Marques de la Ensenada-Recoletos (P.);Marques de la Ensenada;11/05/2021;18/05/2021;40.4234012;-3.692258506
1041027;C. FERNANDO VI;Argensola-Campoamor;Campoamor;11/05/2021;18/05/2021;40.42488;-3.6958
1041147;C. ALCALA;Barquillo-Cibeles (Pz.);Barquillo;11/05/2021;18/05/2021;40.41913037;-3.695023789
1041528;C. SAGASTA;Manuel Silvela-Covarrubias;Manuel Silvela;11/05/2021;18/05/2021;40.42811663;-3.697696405
1041529;C. SAGASTA;Manuel Silvela-Covarrubias;Covarrubias;24/05/2021;31/05/2021;40.42801727;-3.697743399
1041636; C. ALMIRANTE;Barquillo-Conde de Xiquena;Conde de Xiquena;24/05/2021;31/05/2021;40.42252145;-3.695229142
1042085;C. HORTALEZA;Fernando VI-Santa Barbara (Pz.);Santa Barbara (Pz.);18/05/2021;25/05/2021;40.42633838;-3.696896331
1042086;C. HORTALEZA;Fernando VI-Santa Barbara (Pz.);Fernando VI;18/05/2021;25/05/2021;40.42637103;-3.697005478
1042495;C. SAN MATEO;Travesia de San Mateo-San Lorenzo;San Lorenzo;18/05/2021;25/05/2021;40.42554788;-3.699313706
1042953;Calle FARMACIA;Hortaleza-Fuencarral;Fuencarral;24/05/2021;31/05/2021;40.42383026;-3.699113384
1043077;Calle INFANTAS;Cuesta de Capuchinos-Hortaleza;Hortaleza;24/05/2021;31/05/2021;40.4208815;-3.700233877
1043148; C. LIBERTAD;Infantas-San Marcos;San Marcos;24/05/2021;31/05/2021;40.42107957;-3.697373629
1043294;Calle REINA;Clavel-Victor Hugo;Victor Hugo;24/05/2021;31/05/2021;40.42000386;-3.699029002
1043315;Calle SAN MARCOS;Barbieri-Libertad;Libertad;01/06/2021;08/06/2021;40.42126009;-3.697803369
1050073;Lateral C. ALBERTO AGUILERA;Guzman el Bueno-Blasco de Garay;Guzman el Bueno;01/06/2021;08/06/2021;40.4303173;-3.712582955
1050441;C. FUENCARRAL;San Mateo-Santa Brigida;Santa Brigida;01/06/2021;08/06/2021;40.42472564;-3.70071691
1050729;Lateral C. PRINCESA;Quintana-Buen Suceso;Buen Suceso;02/06/2021;09/06/2021;40.42963559;-3.715454425
1050731;C. PRINCESA;Reyes-San Leonardo;San Leonardo;02/06/2021;09/06/2021;40.42391023;-3.711272188
2010614; Pa MELANCOLICOS;San Epifanio-Alejandro Dumas;San Epifanio;22/04/2021;29/04/2021;40.40149;-3.71777
2010890;Tnel Paseo. VIRGEN DEL PUERTO;Fosforo-Moreno Nieto;Moreno Nieto;22/04/2021;29/04/2021;40.41099029;-3.721298714
2010891;Lateral Paseo. VIRGEN DEL PUERTO;Fosforo-Moreno Nieto;Moreno Nieto;22/04/2021;29/04/2021;40.41094998;-3.721287428
2011563; Pte. SEGOVIA;Virgen del Puerto-Puente Segovia (Gt.);Virgen del Puerto;22/04/2021;29/04/2021;40.41395802;-3.72293191
2011578;C. TOLEDO;Santa Casilda-Glorieta Puerta de Toledo;Santa Casilda;11/05/2021;18/05/2021;40.40584345;-3.712187788
2011630;C. ALEJANDRO DUMAS;Piramides (Gt.)-Paseo de Los Melancolicos;Paseo de Los Melancolicos;11/05/2021;18/05/2021;40.40114143;-3.716321033
2012359; Pa PONTONES;Glorieta Puerta de Toledo-Santa Casilda;Santa Casilda;11/05/2021;18/05/2021;40.40629362;-3.712913277
2012362;Paseo. PONTONES;Santa Casilda-Plaza Francisco Morano;Santa Casilda;24/05/2021;31/05/2021;40.40498883;-3.715168101
2012363;Paseo. PONTONES;Santa Casilda-Plaza Francisco Morano;Plaza Francisco Morano;24/05/2021;30/05/2021;40.40503871;-3.715222055
2012502;C. SANTA CASILDA;Paseo de Pontones-Toledo;Toledo;24/05/2021;31/05/2021;40.40501585;-3.71354765
2013305;Calle RONDA SEGOVIA;Moreno Nieto-Manzanares;Manzanares;18/05/2021;25/05/2021;40.41245756;-3.717536949
2013306;Calle RONDA SEGOVIA;Moreno Nieto-Manzanares;Moreno Nieto;18/05/2021;25/05/2021;40.41249317;-3.717598445
2020381;C. EMBAJADORES;Labrador-Sebastian el Cano;Sebastian el Cano;18/05/2021;25/05/2021;40.40302925;-3.700898082
2020382;C. EMBAJADORES;Labrador-Sebastian el Cano;Labrador;18/05/2021;25/05/2021;40.40294859;-3.701007211
2020796;Paseo SANTA MARIA DE LA CABEZA;General Palanca-Glorieta Santa M de la Cabeza;General Palanca;18/05/2021;25/05/2021;40.40035846;-3.69996
2020971;Paseo ACACIAS, LAS;Ortega y Munilla (Pz.)-Piramides (Gt.);Piramides (Gt.);18/05/2021;25/05/2021;40.40119267;-3.713354651
2020972;Paseo ACACIAS, LAS;Ortega y Munilla (Pz.)-Piramides (Gt.);Ortega y Munilla (Pz.);18/05/2021;25/05/2021;40.40111733;-3.713308554
2021020;Paseo. ESPERANZA, LA;Banos de Montemayor-Paseo Santa Maria de la Cabeza;Paseo Santa Maria de la Cabeza;18/05/2021;25/05/2021;40.39821;-3.70256
2021021;Paseo. ESPERANZA, LA;Banos de Montemayor-Paseo Santa Maria de la Cabeza;Banos de Montemayor;18/05/2021;25/05/2021;40.39824744;-3.702426974
2021101;C. RIBERA DE CURTIDORES;Cigarreras-Ronda de Toledo;Cigarreras;18/05/2021;25/05/2021;40.40547344;-3.707130271
2021102;C. RIBERA DE CURTIDORES;Cigarreras-Ronda de Toledo;Ronda de Toledo;18/05/2021;25/05/2021;40.40549105;-3.706998054
2021129;Lateral Paseo. YESERIAS;Piramides (Gt)-Carmen Cobena;Piramides (Gt);18/05/2021;25/05/2021;40.40056967;-3.713539786
2021577;C. TOLEDO;Santa Casilda-Glorieta Puerta de Toledo;Glorieta Puerta de Toledo;18/05/2021;25/05/2021;40.4057993;-3.711954697
2021849;C. CIGARRERAS;Gasometro-Ribera de Curtidores;Ribera de Curtidores;19/05/2021;26/05/2021;40.40499721;-3.707542561
2021850; C. CIGARRERAS;Gasometro-Ribera de Curtidores;Gasometro;28/04/2021;05/05/2021;40.40503;-3.707531962
2021862; C. CONCEJAL BENITO MARTIN LOZANO;Paseo de los Olmos-Gasometro;Paseo de los Olmos;28/04/2021;05/05/2021;40.40513711;-3.70900323
2021863; C. CONCEJAL BENITO MARTIN LOZANO;Paseo de los Olmos-Gasometro;Gasometro;28/04/2021;05/05/2021;40.40509429;-3.709019768
2022027; C. GASOMETRO;Concejal Benito Martin Lozano-Ronde de Toledo;Concejal Benito Martin Lozano;28/04/2021;05/05/2021;40.40544631;-3.708324161
2022028; C. GASOMETRO;Concejal Benito Martin Lozano-Ronde de Toledo;Ronde de Toledo;28/04/2021;05/05/2021;40.40544631;-3.7082662
2022117; C. ISIDORO DE SEVILLA;Toledo-Paseo de los Olmos;Toledo;28/04/2021;05/05/2021;40.40463831;-3.712069146
2022118; C. ISIDORO DE SEVILLA;Toledo-Paseo de los Olmos;Paseo de los Olmos;28/04/2021;05/05/2021;40.40459224;-3.712093345
2022370;Puente C. PRAGA;Paseo de la Chopera-Antonio Lopez;Antonio Lopez;28/04/2021;05/05/2021;40.39607835;-3.703825156
2022371;Puente C. PRAGA;Paseo de la Chopera-Antonio Lopez;Paseo de la Chopera;28/04/2021;05/05/2021;40.39604563;-3.703714844
2022943; Pa ESPERANZA;Gargantilla-Baos de Montemayor;Gargantilla;28/04/2021;05/05/2021;40.39903399;-3.702989435
2022944; Pa ESPERANZA;Gargantilla-Baos de Montemayor;Baos de Montemayor;28/04/2021;05/05/2021;40.39896848;-3.703083992
2030298; Pa CHOPERA;Fernando Poo-Plaza General Maroto;Fernando Poo;28/04/2021;05/05/2021;40.39417763;-3.699248709
2030299; Pa CHOPERA;Fernando Poo-Plaza General Maroto;Plaza General Maroto;28/04/2021;05/05/2021;40.39412735;-3.699298233
2030346;Carril Bus Pa DELICIAS;Enrique Trompeta-Plaza de Legazpi;Plaza de Legazpi;28/04/2021;05/05/2021;40.39206907;-3.695040933
2030348; Paseo. DELICIAS;Plaza Beata M Ana de Jesus-Plaza Legazpi;Plaza Legazpi;28/04/2021;05/05/2021;40.39235904;-3.694839589
2030797; Paseo SANTA MARIA DE LA CABEZA;General Palanca-Glorieta Santa M? de la Cabeza;Glorieta Santa M? de la Cabeza;28/04/2021;05/05/2021;40.40027308;-3.699860769
2031552; Pa SANTA MARIA DE LA CABEZA;Torres Miranda-Caceres;Torres Miranda;28/04/2021;05/05/2021;40.39866035;-3.701407755
2031553; Pa SANTA MARIA DE LA CABEZA;Torres Miranda-Caceres;Caceres;28/04/2021;05/05/2021;40.39863933;-3.701312197
2040375;Lateral C. EMBAJADORES;Avenida del Planetario-M-30;Avenida del Planetario;28/04/2021;05/05/2021;40.38435204;-3.687709371
2040376;Lateral C. EMBAJADORES;Avenida del Planetario-M-30;M-30;28/04/2021;05/05/2021;40.38424236;-3.687878004
2040377;Tunel C. EMBAJADORES;Avenida del Planetario-M-30;M-30;28/04/2021;05/05/2021;40.38425745;-3.687819424
2040378;Tunel C. EMBAJADORES;Avenida del Planetario-M-30;Avenida del Planetario;28/04/2021;05/05/2021;40.38430248;-3.687752698
2040386;Tunel C. EMBAJADORES;Manuel Aleixandre-Rodio;Manuel Aleixandre;28/04/2021;05/05/2021;40.39064;-3.69256
2040387;Lateral C. EMBAJADORES;Manuel Aleixandre-Rodio;Manuel Aleixandre;28/04/2021;05/05/2021;40.39066161;-3.692501779
2040388;Lateral C. EMBAJADORES;Manuel Aleixandre-Rodio;Rodio;28/04/2021;05/05/2021;40.39060486;-3.69264462
2040699;  PLANETARIO;Meneses-Embajadores;Embajadores;28/04/2021;05/05/2021;40.38731335;-3.689481226
2040953; Pte. Puente Andaluca;Legazpi(Pz.)-Cadiz (Gt.);Cadiz (Gt.);28/04/2021;05/05/2021;40.38949798;-3.697612864
2040954; Pte. Puente Andaluca;Legazpi(Pz.)-Cadiz (Gt.);Legazpi(Pz.);28/04/2021;05/05/2021;40.38943241;-3.697565716
2041329; C. EMBAJADORES;M30-Puerto Serrano;Puerto Serrano;28/04/2021;05/05/2021;40.38499531;-3.68829142
2041330; C. EMBAJADORES;M30-Puerto Serrano;M30;28/04/2021;05/05/2021;40.38491266;-3.688416264
2042229; C. MENESES;AV DEL PLANETARIO-CALLE ARIEL;CALLE ARIEL;28/04/2021;05/05/2021;40.39285191;-3.682060568
2042230; C. MENESES;AV DEL PLANETARIO-CALLE ARIEL;AV DEL PLANETARIO;28/04/2021;05/05/2021;40.39287144;-3.682011095
2042240; Pa MOLINO;Legazpi (Pz.)-Italia (Pz.);Legazpi (Pz.);29/04/2021;06/05/2021;40.39072961;-3.694192812
2042241; Pa MOLINO;Legazpi (Pz.)-Italia (Pz.);Italia (Pz.);29/04/2021;06/05/2021;40.39064788;-3.694263233
2042735; C. BRONCE;nice-Rodio;nice;29/04/2021;06/05/2021;40.39216904;-3.688263174
2042736; C. BRONCE;nice-Rodio;Rodio;29/04/2021;06/05/2021;40.39215529;-3.688303375
2050345; Paseo. DELICIAS;Enrique Trompeta-Plaza Legazpi;Plaza Beata M Ana de Jesus;29/04/2021;06/05/2021;40.3919641;-3.694929501
2050349; Pa DELICIAS;Tomas Breton-Caceres;Caceres;29/04/2021;06/05/2021;40.39786;-3.69422
2050379; C. EMBAJADORES;General Palanca-Caceres;Caceres;29/04/2021;06/05/2021;40.39922792;-3.698269438
2050380; C. EMBAJADORES;General Palanca-Caceres;General Palanca;29/04/2021;06/05/2021;40.39928474;-3.698167973
2050697;  PLANETARIO;Eros-Meneses;Meneses;29/04/2021;06/05/2021;40.39402374;-3.682232129
2050698;  PLANETARIO;Eros-Meneses;Mendez Alvaro;29/04/2021;06/05/2021;40.39396419;-3.682183742
2051435; C. MENDEZ ALVARO;Avenida del Planetario-Pedro Bosch;Avenida del Planetario;29/04/2021;06/05/2021;40.39528539;-3.680054132
2051437; C. MENDEZ ALVARO;Comercio-Ramirez de Prado;Ramirez de Prado;29/04/2021;06/05/2021;40.39966349;-3.684989314
2051438; C. MENDEZ ALVARO;Sabal-Oriana;Oriana;29/04/2021;06/05/2021;40.3964552;-3.681328888
2051910; C. de la Batalla del Salado;GENERAL PALANCA-FERROCARRIL;GENERAL PALANCA;29/04/2021;06/05/2021;40.39975;-3.6963
2052292; C. ORIANA;C DEL MEZQUITE-C MENEDEZ ALVARO;C DEL MEZQUITE;29/04/2021;06/05/2021;40.39748;-3.68288
2052293; C. ORIANA;C DEL MEZQUITE-C MENEDEZ ALVARO;C MENEDEZ ALVARO;29/04/2021;06/05/2021;40.39752576;-3.682692704
2053367; C. TOMAS BRETON;Patio de Servicio-Travesa Plomo;Patio de Servicio;29/04/2021;06/05/2021;40.39510673;-3.689703664
2053368; C. TOMAS BRETON;Patio de Servicio-Travesa Plomo;Travesa Plomo;29/04/2021;06/05/2021;40.39507981;-3.689734617
2060347; Pa DELICIAS;Murcia-Tortosa;Tortosa;29/04/2021;06/05/2021;40.40540826;-3.693418004
2060798;Tunel Pa SANTA MARIA DE LA CABEZA;Murcia-Glorieta Emperador Carlos V;Murcia;29/04/2021;06/05/2021;40.40591923;-3.69476
2060799;Lateral izq. Pa SANTA MARIA DE LA CABEZA;Murcia-Glorieta Emperador Carlos V;Murcia;29/04/2021;06/05/2021;40.40613231;-3.694489231
2060800;Lateral der. Paseo. SANTA MARIA DE LA CABEZA;Murcia-Glorieta Emperador Carlos V;Murcia;29/04/2021;06/05/2021;40.40597529;-3.694860062
2060979; C. ANCORA;General Lacy-Rafael de Riego;Rafael de Riego;29/04/2021;06/05/2021;40.40293051;-3.691935711
2061029; C. FERROCARRIL;Santa Maria de la Cabeza (Gt.)-Batalla del Salado;Batalla del Salado;29/04/2021;06/05/2021;40.40098;-3.69768
2061550; Pa SANTA MARIA DE LA CABEZA;Batalla del Salado-Delicias;Delicias;29/04/2021;06/05/2021;40.40453031;-3.696058724
2061757; C. BUSTAMANTE;General Lacy-Rafael de Riego;General Lacy;29/04/2021;06/05/2021;40.40076799;-3.691856791
2062048; C. Gral. Lacy;CANARIAS-ANCORA;ANCORA;29/04/2021;06/05/2021;40.40202285;-3.69083
2062049; C. Gral. Lacy;CANARIAS-ANCORA;CANARIAS;29/04/2021;06/05/2021;40.40202822;-3.69090059
2062315; C. PALOS DE LA FRONTERA;Las Delicias (P)-Batalla del Salado;Batalla del Salado;29/04/2021;06/05/2021;40.40306325;-3.694453549
2062456; C. RONDA DE VALENCIA;Bernardino Obregon-Fray Luis de Leon;Bernardino Obregon;29/04/2021;06/05/2021;40.40572141;-3.700310615
2062457; C. RONDA DE VALENCIA;Bernardino Obregon-Fray Luis de Leon;Fray Luis de Leon;29/04/2021;06/05/2021;40.40561764;-3.70028013
2070512;Lateral Pa INFANTA ISABEL;Glorieta Emperador Carlos V-Alfonso XII;Alfonso XII;29/04/2021;06/05/2021;40.40762529;-3.690317059
2070615; C. MENDEZ ALVARO;Canarias-Ancora;Ancora;29/04/2021;06/05/2021;40.40179013;-3.687038903
2070616;Lateral C. MENDEZ ALVARO;Canarias-Ancora;Ancora;29/04/2021;06/05/2021;40.40168219;-3.687188097
2070617; C. MENDEZ ALVARO;Oriana-Alpedrete;Alpedrete;29/04/2021;06/05/2021;40.39828523;-3.683130452
2070618; C. MENDEZ ALVARO;Tortosa-Murcia;Tortosa;29/04/2021;06/05/2021;40.40553;-3.69113
2071434; C. MENDEZ ALVARO;Avenida del Planetario-Pedro Bosch;Pedro Bosch;29/04/2021;06/05/2021;40.39539299;-3.679899228
2071436; C. MENDEZ ALVARO;Comercio-Ramirez de Prado;Comercio;29/04/2021;06/05/2021;40.39976903;-3.684817948
2072642; C. ACANTO;Retama-Kentia;Kentia;29/04/2021;06/05/2021;40.39574126;-3.67454954
2073234; C. OMBU;Kentia-Retama;Retama;29/04/2021;06/05/2021;40.39451804;-3.676498492
3010300;Av. CIUDAD DE BARCELONA;Narciso Serra-Juan de Urbieta;Narciso Serra;27/05/2021;03/06/2021;40.4037226;-3.679369935
3010301;Av. CIUDAD DE BARCELONA;Narciso Serra-Juan de Urbieta;Juan de Urbieta;27/05/2021;03/06/2021;40.40359959;-3.679449678
3010623;Av. MENENDEZ PELAYO;Valderribas-Granada;Granada;27/05/2021;03/06/2021;40.40579355;-3.679971939
3010624;Av. MENENDEZ PELAYO;Valderribas-Granada;Valderribas;27/05/2021;03/06/2021;40.40576405;-3.679913551
3010685; C. PEDRO BOSCH;Puente Pedro Bosch-Mendez Alvaro;Mendez Alvaro;27/05/2021;03/06/2021;40.39961189;-3.676336294
3010687;Lateral C. PEDRO BOSCH;Puente Pedro Bosch-Mendez Alvaro;Mendez Alvaro;27/05/2021;03/06/2021;40.39964909;-3.676400907
3011287;Av. CIUDAD DE BARCELONA;Gutenberg-Avenida Menendez Pelayo;Avenida Menendez Pelayo;27/05/2021;03/06/2021;40.40439068;-3.681460923
3011288;Av. CIUDAD DE BARCELONA;Gutenberg-Avenida Menendez Pelayo;Gutenberg;27/05/2021;03/06/2021;40.40453534;-3.681365943
3011319;C. DOCTOR ESQUERDO;Plaza Conde Casal-Cavanilles;Plaza Conde Casal;02/06/2021;09/06/2021;40.40515487;-3.671167161
3011320;C. DOCTOR ESQUERDO;Plaza Conde Casal-Cavanilles;Cavanilles;02/06/2021;09/06/2021;40.40525468;-3.671328564
3011323;Lateral C. DOCTOR ESQUERDO;Valderribas-Granada;Valderribas;20/05/2021;27/05/2021;40.40264264;-3.673373349
3011324;Lateral C. DOCTOR ESQUERDO;Valderribas-Granada;Granada;20/05/2021;27/05/2021;40.40275024;-3.673631308
3011838; C. CAVANILLES;Juan de Urbieta-Abtao;Abtao;20/05/2021;27/05/2021;40.40591178;-3.675706122
3011839; C. CAVANILLES;Juan de Urbieta-Abtao;Juan de Urbieta;20/05/2021;27/05/2021;40.40596395;-3.675668035
3020360;Puente C. DOCTOR ESQUERDO;Granada-Avenida Ciudad de Barcelona;Avenida Ciudad de Barcelona;20/05/2021;27/05/2021;40.40212971;-3.674076106
3020361;Puente C. DOCTOR ESQUERDO;Granada-Avenida Ciudad de Barcelona;Granada;20/05/2021;27/05/2021;40.40208521;-3.674005672
3020362;Lateral C. DOCTOR ESQUERDO;Granada-Avenida Ciudad de Barcelona;Granada;20/05/2021;27/05/2021;40.40203201;-3.673926106
3020363;Lateral C. DOCTOR ESQUERDO;Granada-Avenida Ciudad de Barcelona;Avenida Ciudad de Barcelona;20/05/2021;27/05/2021;40.40216972;-3.674161475
3020684; C. PEDRO BOSCH;Puente Pedro Bosch-Mendez Alvaro;Puente Pedro Bosch;20/05/2021;27/05/2021;40.39956413;-3.676267832
3020686;Lateral C. PEDRO BOSCH;Puente Pedro Bosch-Mendez Alvaro;Puente Pedro Bosch;20/05/2021;27/05/2021;40.3995328;-3.676197345
3020955;  Avda. Ciudad de Barcelona;Cafeto-Seco;Seco;20/05/2021;27/05/2021;40.39968294;-3.671969334
3020956;  Avda. Ciudad de Barcelona;Cafeto-Seco;Cafeto;20/05/2021;27/05/2021;40.39975904;-3.671903161
3021845; C. CERRO NEGRO;Gandia-Jativa;Gandia;20/05/2021;27/05/2021;40.39761811;-3.670778246
3021846; C. CERRO NEGRO;Gandia-Jativa;Jativa;20/05/2021;27/05/2021;40.39763786;-3.670814356
3022580;C. VALDERRIBAS;Adelfas-Pajaritos;Pajaritos;02/06/2021;09/06/2021;40.40269209;-3.671971361
