CODIGO;NOMBRE CRUCE;TRAMO;SENTIDO;DESDE;HASTA;LATITUD;LONGITUD
1010813; C. SEGOVIA;Costanilla de San Pedro-Costanilla de San Andres;Costanilla de San Andres;28/01/2020;04/02/2020;40,41351;-3,71122
1010850; C. TOLEDO;Capitan Salazar Martinez-Glorieta Puerta Toledo;Puerta Toledo (Gt¦.);04/02/2020;11/02/2020;40,40736;-3,7113
1010851; C. TOLEDO;Capitan Salazar Martinez-Glorieta Puerta Toledo;Capitan Salazar Martinez;04/02/2020;11/02/2020;40,40738;-3,71129
1010887; Paseo. VIRGEN DEL PUERTO;Ciudad de Plasencia-Plaza de San Vicente;Plaza de San Vicente;04/02/2020;11/02/2020;40,41822;-3,72024
1010888; Paseo. VIRGEN DEL PUERTO;Ciudad de Plasencia-Plaza de San Vicente;Ciudad de Plasencia;04/02/2020;11/02/2020;40,41805;-3,72026
1010889;Tunel Paseo. VIRGEN DEL PUERTO;Ciudad de Plasencia-Plaza de San Vicente;Plaza de San Vicente;27/01/2020;03/02/2020;40,41822;-3,72024
1010999; C. CARRERA DE SAN FRANCISCO;San Isidro Labrador-Aguas;San Isidro Labrador;28/01/2020;04/02/2020;40,41095;-3,71278
1011000; C. CARRERA DE SAN FRANCISCO;San Isidro Labrador-Aguas;Las Aguas;28/01/2020;04/02/2020;40,41098;-3,71278
1011003; C. CUESTA DE LA VEGA;Paseo Ciudad de Plasencia-Segovia;Paseo Ciudad de Plasencia;27/01/2020;03/02/2020;40,4146;-3,71681
1011004; C. CUESTA DE LA VEGA;Paseo Ciudad de Plasencia-Segovia;Segovia;27/01/2020;03/02/2020;40,41454;-3,71688
1011532; C. SAN BERNARDO;Plaza de Santo Domingo-Gran Via;Gran Via;18/05/2020;25/05/2020;40,42119;-3,70808
1011533; C. SAN BERNARDO;Plaza de Santo Domingo-Gran Via;Plaza de Santo Domingo;18/05/2020;25/05/2020;40,42119;-3,70808
1011561; C. SEGOVIA;Plaza de la Cruz Verde-Ronda Segovia;Ronda Segovia;28/01/2020;04/02/2020;40,41391;-3,71586
1011562; C. SEGOVIA;Plaza de la Cruz Verde-Ronda Segovia;Plaza de la Cruz Verde;28/01/2020;04/02/2020;40,41391;-3,71586
1011564; Pte. SEGOVIA;Virgen del Puerto-Puente Segovia (Gt¦.);Puente Segovia (Gt¦.);18/05/2020;25/05/2020;40,41403;-3,72253
1011902;Tunel C. CUESTA SAN VICENTE;Paseo del Rey-Glorieta de San Vicente;Paseo del Rey;28/01/2020;04/02/2020;40,42023;-3,71818
1011903;Lateral C. CUESTA SAN VICENTE;Paseo del Rey-Glorieta de San Vicente;Paseo del Rey;28/01/2020;04/02/2020;40,41998;-3,71808
1012054; C. GRAN VIA DE SAN FRANCISCO;Carrera de San Francisco-Rosario;Rosario;19/05/2020;26/05/2020;40,40991;-3,71378
1012055; C. GRAN VIA DE SAN FRANCISCO;San Bernabe-Ventosa;San Bernabe;27/01/2020;03/02/2020;40,40891;-3,71327
1012374; C. PRETIL DE LOS CONSEJOS;Plaza de la Cruz Verde-Sacramento;Sacramento;19/05/2020;26/05/2020;40,41448;-3,71244
1012446;Lateral C. RONDA DE SEGOVIA;Glorieta Puerta de Toledo-Aguila;Aguila;19/05/2020;26/05/2020;40,40782;-3,71395
1012447;Lateral C. RONDA DE SEGOVIA;Glorieta Puerta de Toledo-Aguila;Glorieta Puerta de Toledo;19/05/2020;26/05/2020;40,40761;-3,7141
1012474; C. SACRAMENTO;Duque de Najera-Traviesa;Traviesa;18/05/2020;25/05/2020;40,41468;-3,71133
1012562; C. TINTOREROS, LOS;Puerta Cerrada (Pz.)-Toledo;Puerta Cerrada (Pz.);19/05/2020;26/05/2020;40,41357;-3,70788
1012723; C. BEATRIZ GALINDO;Segovia-Don Pedro;Don Pedro;28/01/2020;04/02/2020;40,41338;-3,71455
1012769; C. CAVA ALTA;Plaza Humilladero-Grafal;Grafal;28/01/2020;04/02/2020;40,4118;-3,70988
1012770;- Calle CAVA BAJA;Plaza Humilladero-Almendro;Plaza Humilladero;25/05/2020;01/06/2020;40,41188;-3,71026
1012806;- Calle COSTANILLA DE LOS ANGELES;Caños del Peral-Plaza Santo Domingo;Plaza Santo Domingo;25/05/2020;01/06/2020;40,41937;-3,70822
1012809;- Calle CUESTA DE SAN VICENTE;Cadarso-Arriaza;Cadarso;27/01/2020;03/02/2020;40,42106667;-3,714333333
1012810;- Calle CUESTA DE SAN VICENTE;Cadarso-Arriaza;Arriaza;27/01/2020;03/02/2020;40,42106667;-3,714333333
1013144;- Calle LEGANITOS;Torija-Doctor Carracido;Torija;25/05/2020;01/06/2020;40,42103;-3,70975
1013243;- Calle ORIENTE;Tabernillas-Humilladero;Humilladero;31/01/2020;07/02/2020;40,4109;-3,7106
1013309; Av. SAN FRANCISCO;Puerta de Toledo-Aguila;Puerta de Toledo;27/01/2020;03/02/2020;40,4075;-3,71221
1013310; Av. SAN FRANCISCO;Puerta de Toledo-Aguila;Aguila;27/01/2020;03/02/2020;40,40755;-3,71227
1013359; C. SILVA;Plaza de Santo Domingo-Gran Vía;Gran Vía;05/02/2020;12/02/2020;40,42076;-3,70716
1020149; C. ATOCHA;Alameda-San Pedro;Alameda;05/02/2020;12/02/2020;40,40998;-3,69428
1020150; C. ATOCHA;Alameda-San Pedro;San Pedro;05/02/2020;12/02/2020;40,40996;-3,69431
1020308; C. CONCEPCION JERONIMA;Santo Tomas-Salvador;Salvador;05/02/2020;12/02/2020;40,41373;-3,70565
1021058; C. MAGDALENA, LA;Olivar-Ave Maria;Ave Maria;05/02/2020;12/02/2020;40,41241;-3,70095
1021294;Tunel C. CONCEPCION JERONIMA;Jacinto Benavente (Pz.)-Conde de Romanones;Conde de Romanones;05/02/2020;12/02/2020;40,41429;-3,70402
1021858; C. COLEGIATA;Duque de Rivas-Conde de Romanones;Conde de Romanones;05/02/2020;12/02/2020;40,41278;-3,7058
1022450;Lateral C. RONDA DE TOLEDO;Plaza Campillo del Mundo Nuevo-Glorieta Puerta Toledo;Plaza Campillo del Mundo Nuevo;19/05/2020;26/05/2020;40,40641;-3,70991
1022451;Lateral C. RONDA DE TOLEDO;Plaza Campillo del Mundo Nuevo-Glorieta Puerta Toledo;Glorieta Puerta Toledo;19/05/2020;26/05/2020;40,40626;-3,7097
1022452;Tunel C. RONDA DE TOLEDO;Plaza Campillo del Mundo Nuevo-Glorieta Puerta de Toledo;Plaza Campillo del Mundo Nuevo;12/05/2020;19/05/2020;40,40641;-3,70991
1022453;Tunel C. RONDA DE TOLEDO;Plaza Campillo del Mundo Nuevo-Glorieta Puerta de Toledo;Glorieta Puerta de Toledo;12/05/2020;19/05/2020;40,40626;-3,7097
1022454; C. RONDA DE TOLEDO;Ribera de Curtidores-Plaza Campillo del Mundo Nuevo;Plaza Campillo del Mundo Nuevo;04/02/2020;11/02/2020;40,40606;-3,7075
1022455; C. RONDA DE TOLEDO;Ribera de Curtidores-Plaza Campillo del Mundo Nuevo;Ribera de Curtidores;04/02/2020;11/02/2020;40,40585;-3,70744
1022509; C. SANTA ISABEL;Tres Peces-Buenavista;Buenavista;12/05/2020;19/05/2020;40,41086;-3,69844
1022692;- Calle ARGUMOSA;Ronda de Atocha-Hospital;Ronda de Atocha;12/05/2020;19/05/2020;40,40744;-3,69603
1022693;- Calle ARGUMOSA;Ronda de Atocha-Hospital;Hospital;12/05/2020;19/05/2020;40,40744;-3,69603
1023231;- Calle OLIVAR;San Carlos-Plaza de Lavapiés;Plaza de Lavapiés;11/05/2020;18/05/2020;40,4097;-3,70135
1023268; Travesía PRIMAVERA;Ave María-Primavera;Primavera;05/02/2020;12/02/2020;40,4092;-3,70075
1023366; Pza. TIRSO DE MOLINA;Conde de Romanones-Doctor Cortezo;Doctor Cortezo;07/02/2020;14/02/2020;40,41245;-3,704583333
1023374;- Calle VALENCIA;Ronda de Atocha-Doctor Fourquet;Doctor Fourquet;12/05/2020;19/05/2020;40,40603;-3,6994
1030107; C. ALCALA;Cedaceros-Sevilla;Sevilla;12/02/2020;19/02/2020;40,41804;-3,69877
1030478; C. GRAN VIA;Caballero de Gracia-Victor Hugo;Victor Hugo;11/02/2020;18/02/2020;40,41922;-3,69806
1030725; Paseo. PRADO;Gobernador-Plaza Plateria Martinez;Gobernador;11/02/2020;18/02/2020;40,41235;-3,69317
1030726; Paseo. PRADO;Plaza de Murillo-Felipe IV;Felipe IV;11/02/2020;18/02/2020;40,41291;-3,69305
1031148; C. ALCALA;Barquillo-Cibeles (Pz.);Cibeles (Pz.);18/05/2020;25/05/2020;40,41893;-3,69517
1031151; C. ALCALA;Cedaceros-Gran Via;Cedaceros;18/05/2020;25/05/2020;40,41849;-3,6982
1031152; C. ALCALA;Cedaceros-Gran Via;Gran Via;18/05/2020;25/05/2020;40,4184;-3,69768
1031816; C. CARRERA DE SAN JERONIMO;Echegaray-Ventura de la Vega;Ventura de la Vega;11/05/2020;18/05/2020;40,41664;-3,6992
1031886; Plaza CORTES;Duque de Medinaceli-Canovas del Castillo;Duque de Medinaceli;05/03/2020;12/03/2020;40,4157;-3,69579
1031887; Plaza CORTES;Duque de Medinaceli-Canovas del Castillo;Canovas del Castillo;05/03/2020;12/03/2020;40,41589;-3,69588
1032808;- Calle CRUZ;Espoz y Mina-Victoria;Victoria;12/05/2020;19/05/2020;40,41533333;-3,702066667
1040467; C. GENOVA;Argensola-General Castanos;General Castanos;11/02/2020;18/02/2020;40,42665;-3,69385
1040766;Lateral Paseo. RECOLETOS;Recoletos-Villanueva;Villanueva;11/02/2020;18/02/2020;40,42291;-3,69156
1040767;Lateral Paseo. RECOLETOS;Recoletos-Villanueva;Recoletos;11/02/2020;18/02/2020;40,42291;-3,692
1040775; C. SAGASTA;Larra-Mejia Lequerica;Larra;12/02/2020;19/02/2020;40,42842;-3,70023
1040776; C. SAGASTA;Larra-Mejia Lequerica;Mejia Lequerica;12/02/2020;19/02/2020;40,42842;-3,70023
1040984; C. BARBARA DE BRAGANZA;Marques de la Ensenada-Recoletos (P§.);Recoletos (P§.);12/02/2020;19/02/2020;40,4233;-3,6923
1040985; C. BARBARA DE BRAGANZA;Marques de la Ensenada-Recoletos (P§.);Marques de la Ensenada;12/02/2020;19/02/2020;40,4233;-3,6923
1041027; C. FERNANDO VI;Argensola-Campoamor;Campoamor;12/02/2020;19/02/2020;40,42488;-3,6958
1041147; C. ALCALA;Barquillo-Cibeles (Pz.);Barquillo;18/05/2020;25/05/2020;40,41907;-3,695
1041528; C. SAGASTA;Manuel Silvela-Covarrubias;Manuel Silvela;11/05/2020;18/05/2020;40,42792;-3,69771
1041529; C. SAGASTA;Manuel Silvela-Covarrubias;Covarrubias;11/05/2020;18/05/2020;40,42795;-3,69774
1041636; C. ALMIRANTE;Barquillo-Conde de Xiquena;Conde de Xiquena;05/05/2020;12/05/2020;40,42272;-3,69521
1042085; C. HORTALEZA;Fernando VI-Santa Barbara (Pz.);Santa Barbara (Pz.);04/05/2020;11/05/2020;40,42636;-3,69673
1042086; C. HORTALEZA;Fernando VI-Santa Barbara (Pz.);Fernando VI;04/05/2020;11/05/2020;40,4263;-3,6969
1042495; C. SAN MATEO;Travesia de San Mateo-San Lorenzo;San Lorenzo;05/05/2020;12/05/2020;40,42548;-3,69929
1042707;- Calle AUGUSTO FIGUEROA;Barquillo-Válgame Dios;Válgame Dios;10/03/2020;17/03/2020;40,42206;-3,69638
1042720;- Calle BARBIERI;Augusto Figueroa-San Marcos;San Marcos;10/03/2020;17/03/2020;40,42153;-3,69787
1042953;- Calle FARMACIA;Hortaleza-Fuencarral;Fuencarral;12/05/2020;19/05/2020;40,42386;-3,6991
1043077;- Calle INFANTAS;Cuesta de Capuchinos-Hortaleza;Hortaleza;11/05/2020;18/05/2020;40,42086;-3,70025
1043078;- Calle INFANTAS;Libertad-Victor Hugo;Victor Hugo;27/04/2020;04/05/2020;40,42039;-3,69788
1043148;- Calle LIBERTAD;Infantas-San Marcos;San Marcos;11/05/2020;18/05/2020;40,42112;-3,69745
1043294;- Calle REINA;Clavel-Victor Hugo;Victor Hugo;11/05/2020;18/05/2020;40,4199;-3,69907
1043307;- Calle SAN BARTOLOME;Augusto Figueroa-San Marcos;Augusto Figueroa;28/04/2020;05/05/2020;40,42164;-3,69855
1043315;- Calle SAN MARCOS;Barbieri-Libertad;Libertad;11/05/2020;18/05/2020;40,42141;-3,6978
1043329;- Calle SANTA BRIGIDA;Hortaleza-Santa Agueda;Hortaleza;28/04/2020;05/05/2020;40,42468;-3,69963
1050073;Lateral C. ALBERTO AGUILERA;Guzman el Bueno-Blasco de Garay;Guzman el Bueno;19/02/2020;26/02/2020;40,43018;-3,71261
1050441; C. FUENCARRAL;San Mateo-Santa Brigida;Santa Brigida;19/02/2020;26/02/2020;40,42476;-3,70082
1050729;Lateral C. PRINCESA;Quintana-Buen Suceso;Buen Suceso;19/02/2020;26/02/2020;40,42982;-3,71551
1050731; C. PRINCESA;Reyes-San Leonardo;San Leonardo;19/02/2020;26/02/2020;40,42388;-3,7113
1050779; C. SAN BERNARDO;Manzana-Pez;Manzana;19/02/2020;26/02/2020;40,42403;-3,70734
1050780; C. SAN BERNARDO;Manzana-Pez;Pez;19/02/2020;26/02/2020;40,42403;-3,70734
1050997; C. CARRANZA;Monteleon-Ruiz;Ruiz;05/03/2020;12/03/2020;40,42934;-3,70426
1050998; C. CARRANZA;Monteleon-Ruiz;Monteleon;05/03/2020;12/03/2020;40,42931;-3,70428
1051112; C. SAN VICENTE FERRER;Costanilla de San Vicente-San Bernardo;San Bernardo;05/03/2020;12/03/2020;40,42607;-3,70611
1051133; C. ALBERTO AGUILERA;Conde Duque-Acuerdo;Acuerdo;04/05/2020;11/05/2020;40,42979;-3,70817
1051134; C. ALBERTO AGUILERA;Galileo-Vallehermoso;Galileo;05/03/2020;12/03/2020;40,42998;-3,70987
1051135; C. ALBERTO AGUILERA;Galileo-Vallehermoso;Vallehermoso;05/03/2020;12/03/2020;40,42996;-3,70984
1051136; C. ALBERTO AGUILERA;Gaztambide-Andres Mellado;Gaztambide;04/05/2020;11/05/2020;40,43051;-3,71544
1051342; C. FUENCARRAL;Manuela Malasana-Divino Pastor;Divino Pastor;05/03/2020;12/03/2020;40,42817;-3,70215
1051343; C. FUENCARRAL;Manuela Malasana-Divino Pastor;Manuela Malasana;05/03/2020;12/03/2020;40,42817;-3,70215
1051530; C. SAN BERNARDO;Gran Via-Marques de Leganes;Gran Via;03/03/2020;10/03/2020;40,42207;-3,70778
1051531; C. SAN BERNARDO;Gran Via-Marques de Leganes;Marques de Leganes;03/03/2020;10/03/2020;40,42204;-3,70775
1051534; C. SAN BERNARDO;Quinones-Monserrat;Quinones;03/03/2020;10/03/2020;40,42758;-3,70635
1051535; C. SAN BERNARDO;Quinones-Monserrat;Monserrat;10/03/2020;17/03/2020;40,42739;-3,70622
1051536; C. SAN BERNARDO;Reyes-Noviciado;Reyes;04/05/2020;11/05/2020;40,42539;-3,70722
1051537; C. SAN BERNARDO;Reyes-Noviciado;Noviciado;04/05/2020;11/05/2020;40,42539;-3,70722
1051538; C. SAN BERNARDO;San Vicente Ferrer-Palma;Palma;10/03/2020;17/03/2020;40,42626;-3,70706
1051539; C. SAN BERNARDO;San Vicente Ferrer-Palma;San Vicente Ferrer;10/03/2020;17/03/2020;40,42626;-3,70706
1051540; C. SAN BERNARDO;Santa Cruz de Marcenado-Glorieta Ruiz Jimenez;Santa Cruz de Marcenado;04/05/2020;11/05/2020;40,429;-3,706
1051541; C. SAN BERNARDO;Santa Cruz de Marcenado-Glorieta Ruiz Jimenez;Glorieta Ruiz Jimenez;04/05/2020;11/05/2020;40,42901;-3,70603
1052213; C. MARTIRES DE ALCALA, LOS;Santa Cruz de Marcenado-Alberto Aguilera;Alberto Aguilera;10/03/2020;17/03/2020;40,42991;-3,71225
1052311; C. PALMA;San Bernardo-Costanilla San Vicente;Costanilla de San Vicente;10/03/2020;17/03/2020;40,42647;-3,7062
1052418; C. REYES;Plaza Conde Toreno-Maestro Guerrero;Maestro Guerrero;05/05/2020;12/05/2020;40,4242;-3,7096
1052671;- Calle AMANIEL;Plaza Conde Toreno-Noviciado;Noviciado;12/03/2020;19/03/2020;40,42508333;-3,709166667
1052804;- Calle CONDE DUQUE;Santa Cruz de Marcenado-Glorieta Gran Capitán;Glorieta Gran Capitán;27/04/2020;04/05/2020;40,42898333;-3,709433333
1053184;- Calle MARTIRES DE ALCALA;Seminario de Nobles-Santa Cruz de Marcenado;Santa Cruz de Marcenado;27/04/2020;04/05/2020;40,42928333;-3,712583333
1053349;- Calle SERRANO JOVER (LATERAL DERECHO);Alberto Aguilera-Santa Cruz de Marcenado;Santa Cruz de Marcenado;28/04/2020;05/05/2020;40,42998333;-3,714183333
1053350;- Calle SERRANO JOVER (LATERAL IZQUIERDO);Alberto Aguilera-Santa Cruz de Marcenado;Santa Cruz de Marcenado;28/04/2020;05/05/2020;40,43001667;-3,714283333
1053351;- Calle SERRANO JOVER (TUNEL);Alberto Aguilera-Santa Cruz de Marcenado;Santa Cruz de Marcenado;28/04/2020;05/05/2020;40,43;-3,714233333
1060151;Tunel C. ATOCHA;Concepcion Jeronima-Santo Tomas;Santo Tomas;12/03/2020;19/03/2020;40,41463;-3,7048
1060152;Lateral C. ATOCHA;Jacinto Benavente (Pz.)-La Provincia (Pz);La Provincia (Pz);12/03/2020;19/03/2020;40,41464;-3,70498
1060153;Tunel C. ATOCHA;Jacinto Benavente (Pz.)-La Provincia (Pz);La Provincia (Pz);12/03/2020;19/03/2020;40,41464;-3,70498
1060613; C. MAYOR;Plaza de Herradores-Bordadores;San Felipe Neri;10/03/2020;17/03/2020;40,41603;-3,7083
1061113; C. SEVILLA;Alcala-Canalejas (Pz.);Canalejas (Pz.);10/03/2020;17/03/2020;40,4175;-3,70016
1061293;Lateral C. CONCEPCION JERONIMA;Jacinto Benavente (Pz.)-Conde de Romanones;Conde de Romanones;12/03/2020;19/03/2020;40,41432;-3,7046
1061817; C. CARRERA DE SAN JERONIMO;Victoria-Plaza de Canalejas;Plaza de Canalejas;12/03/2020;19/03/2020;40,41673;-3,70109
1062146; C. LA FLORA;Plaza de San Martin-Plaza Santa Catalina de los Donados;Plaza Santa Catalina de los Donados;05/05/2020;12/05/2020;40,41823;-3,7077
1062563; C. TINTOREROS, LOS;Puerta Cerrada (Pz.)-Toledo;Toledo;27/04/2020;04/05/2020;40,41358;-3,70783
1062615; C. VIRGEN DE LOS PELIGROS, LA;Aduana-Jardines;Jardines;27/04/2020;04/05/2020;40,41871;-3,69963
1062732;- Calle BORDADORES;Plazuela San Ginés-Mayor;Plazuela San Ginés;27/04/2020;04/05/2020;40,41623;-3,70791
1062771;- Calle CAVA SAN MIGUEL;Plaza de San Miguel-Maestro Villa;Maestro Villa;27/04/2020;04/05/2020;40,41528;-3,70841
1062807;- Calle COSTANILLA DE LOS ANGELES;Plaza Santa Catalina de los Donados-Caños del Peral;Caños del Peral;27/04/2020;04/05/2020;40,41885;-3,708216667
1063390;- Calle VENERAS;Plaza de Santo Domingo-Navas;Navas;28/04/2020;05/05/2020;40,4194;-3,7075
2010614; Paseo. MELANCOLICOS;San Epifanio-Alejandro Dumas;San Epifanio;23/01/2020;30/01/2020;40,40149;-3,71777
2010890;Túnel Paseo. VIRGEN DEL PUERTO;Fosforo-Moreno Nieto;Moreno Nieto;22/01/2020;29/01/2020;40,4109;-3,72131
2010891;Lateral Paseo. VIRGEN DEL PUERTO;Fosforo-Moreno Nieto;Moreno Nieto;22/01/2020;29/01/2020;40,4109;-3,72131
2011432; Paseo. MELANCOLICOS;San Alejandro-Paseo Pontones;Paseo Pontones;23/01/2020;30/01/2020;40,40435;-3,72062
2011433; Paseo. MELANCOLICOS;San Alejandro-Paseo Pontones;San Alejandro;23/01/2020;30/01/2020;40,40435;-3,72062
2011563; Pte. SEGOVIA;Virgen del Puerto-Puente Segovia (Gt¦.);Virgen del Puerto;11/02/2020;18/02/2020;40,41392;-3,72314
2011578; C. TOLEDO;Santa Casilda-Glorieta Puerta de Toledo;Santa Casilda;11/02/2020;18/02/2020;40,40584;-3,71207
2011630; C. ALEJANDRO DUMAS;Piramides (Gt¦.)-Paseo de Los Melancolicos;Paseo de Los Melancolicos;11/02/2020;18/02/2020;40,40113;-3,71627
2012098; Paseo. IMPERIAL;Plaza Francisco Morano-Glorieta Piramides;Glorieta Piramides;22/01/2020;29/01/2020;40,40296;-3,71538
2012099; Paseo. IMPERIAL;Plaza Francisco Morano-Glorieta Piramides;Plaza Francisco Morano;22/01/2020;29/01/2020;40,40304;-3,71546
2012357; Pte. PONTON DE SAN ISIDRO;Ermita del Santo-Los Pontones;Ermita del Santo;23/01/2020;30/01/2020;40,40417;-3,72063
2012358; Pte. PONTON DE SAN ISIDRO;Ermita del Santo-Los Pontones;Paseo de Los Pontones;23/01/2020;30/01/2020;40,40402;-3,7207
2012359; Paseo. PONTONES;Glorieta Puerta de Toledo-Santa Casilda;Santa Casilda;11/02/2020;18/02/2020;40,40659;-3,71304
2012360; Paseo. PONTONES;Plaza Francisco Morano-Alejandro Dumas;Alejandro Dumas;23/01/2020;30/01/2020;40,40438;-3,71705
2012361; Paseo. PONTONES;Plaza Francisco Morano-Alejandro Dumas;Plaza Francisco Morano;23/01/2020;30/01/2020;40,4044;-3,71716
2012362; Paseo. PONTONES;Santa Casilda-Plaza Francisco Morano;Santa Casilda;11/02/2020;18/02/2020;40,40503;-3,71509
2012363; Paseo. PONTONES;Santa Casilda-Plaza Francisco Morano;Plaza Francisco Morano;07/09/2020;14/09/2020;40,40524;-3,71518
2012448;Tunel C. RONDA DE SEGOVIA;Glorieta Puerta Toledo-Aguila;Glorieta Puerta Toledo;22/01/2020;29/01/2020;40,40755;-3,71415
2012449;Tunel C. RONDA DE SEGOVIA;Glorieta Puerta Toledo-Aguila;Aguila;22/01/2020;29/01/2020;40,40756;-3,71413
2012502; C. SANTA CASILDA;Paseo de Pontones-Toledo;Toledo;11/02/2020;18/02/2020;40,40499;-3,71355
2013305; C. RONDA SEGOVIA;Moreno Nieto-Manzanares;Manzanares;11/02/2020;18/02/2020;40,41246667;-3,717616667
2013306; C. RONDA SEGOVIA;Moreno Nieto-Manzanares;Moreno Nieto;11/02/2020;18/02/2020;40,4125;-3,717616667
2020381; C. EMBAJADORES;Labrador-Sebastian el Cano;Sebastian el Cano;23/01/2020;30/01/2020;40,40348;-3,70142
2020382; C. EMBAJADORES;Labrador-Sebastian el Cano;Labrador;23/01/2020;30/01/2020;40,40348;-3,70142
2020796; Paseo. SANTA MARIA DE LA CABEZA;General Palanca-Glorieta Santa M¦ de la Cabeza;General Palanca;27/01/2020;03/02/2020;40,40031;-3,6999
2020971; Paseo ACACIAS, LAS;Ortega y Munilla (Pz.)-Piramides (Gt¦.);Piramides (Gt¦.);21/01/2020;28/01/2020;40,40122;-3,7133
2020972; Paseo ACACIAS, LAS;Ortega y Munilla (Pz.)-Piramides (Gt¦.);Ortega y Munilla (Pz.);21/01/2020;28/01/2020;40,40109;-3,71217
