NOMBRE CRUCE;TRAMO;SENTIDO;DESDE;HASTA;LATITUD;LONGITUD;CODIGO
 C. ALMAGRO;Fernando el Santo-Zurbaran;Fernando el Santo;23/05/2018;30/05/2018;40,4288;-3,69447;07040021
 C. ALMAGRO;Jenner-Glorieta Ruben Dario;Glorieta Ruben Dario;23/05/2018;30/05/2018;40,43237;-3,69168;07040022
 C. ALMAGRO;Jenner-Glorieta Ruben Dario;Jenner;09/04/2018;16/04/2018;40,43226;-3,69179;07040023
 C. SANTA ENGRACIA;Zurbaran-Caracas;Zurbaran;13/06/2018;20/06/2018;40,43005;-3,69658;07040795
 C. Calle José Abascal;Fernandez de la Hoz-Zurbano;Zurbano;02/04/2018;09/04/2018;40,4382;-3,6954;07040930
 Paseo. EDUARDO DATO;Fernandez de la Hoz-Zurbano;Zurbano;10/04/2018;17/04/2018;40,43284;-3,69401;07041012
 Paseo. EDUARDO DATO;Fernandez de la Hoz-Zurbano;Fernandez de la Hoz;02/04/2018;09/04/2018;40,43277;-3,69432;07041013
 Paseo. GENERAL MARTINEZ CAMPOS;Miguel Angel-Fortuny;Fortuny;02/10/2018;09/10/2018;40,43517;-3,69078;07041036
 Paseo. GENERAL MARTINEZ CAMPOS;Miguel Angel-Fortuny;Miguel Angel;12/07/2018;19/07/2018;40,4352;-3,69081;07041037
 C. MIGUEL ANGEL;Glorieta Ruben Dario-Rafael Calvo;Rafael Calvo;03/04/2018;09/04/2018;40,43348;-3,69141;07041066
 C. MIGUEL ANGEL;Glorieta Ruben Dario-Rafael Calvo;Glorieta Ruben Dario;03/04/2018;09/04/2018;40,43338;-3,69134;07041067
 Pte. ENRIQUE DE LA MATA GOROSTIZAGA;Paseo de la Castellana-Paseo de Eduardo Dato;Paseo de Eduardo Dato;03/04/2018;10/04/2018;40,43298333;-3,690616667;07042937
 Pte. ENRIQUE DE LA MATA GOROSTIZAGA;Paseo de la Castellana-Glorieta de Rubén Darío;Paseo de la Castellana;09/04/2018;16/04/2018;40,43298333;-3,690616667;07042938
 Pte. ENRIQUE DE LA MATA GOROSTIZAGA;Paseo de la Castellana-Glorieta de Rubén Darío;Glorieta de Rubén Darío;18/01/2018;25/01/2018;40,43298333;-3,690616667;07042939
 Pte. ENRIQUE MATA GOROSTIZAGA (LATERAL);Paseo de la Castellana-Paseo de Eduardo Dato;Paseo de Eduardo Dato;18/01/2018;25/01/2018;40,43301667;-3,690616667;07042941
 Pte. ENRIQUE MATA GOROSTIZAGA (LATERAL);Paseo de la Castellana-Paseo de Eduardo Dato;Paseo de la Castellana;03/04/2018;10/04/2018;40,43308333;-3,690616667;07042942
 C. FERNANDEZ DE LA HOZ;Paseo de Eduardo Dato-Rafael Calvo;Rafael Calvo;03/04/2018;10/04/2018;40,43321667;-3,694866667;07042963
 C. MODESTO LAFUENTE;García de Paredes-Viriato;Viriato;02/10/2018;09/10/2018;40,43626667;-3,69635;07043198
 C. PONZANO;Santa Engracia-Morejón;Morejón;02/10/2018;09/10/2018;40,43713333;-3,699466667;07043265
 C. RAFAEL CALVO;Fernández de la Hoz-Zurbano;Zurbano;03/04/2018;10/04/2018;40,43391667;-3,694616667;07043284
 C. ZURBARAN;Fernández de la Hoz-Almagro;Almagro;26/10/2018;02/11/2018;40,42963333;-3,694516667;07043414
 Paseo. CASTELLANA;Plaza Doctor Maranon-Plaza San Juan de la Cruz;Plaza Doctor Maranon;03/09/2018;10/09/2018;40,43989;-3,69147;07050281
 Paseo. CASTELLANA;Plaza Doctor Maranon-Plaza San Juan de la Cruz;Plaza San Juan de la Cruz;03/09/2018;10/09/2018;40,43986;-3,6914;07050282
Lateral Paseo. CASTELLANA;Plaza Doctor Maranon-Plaza San Juan de la Cruz;Plaza Doctor Maranon;03/09/2018;10/09/2018;40,43998;-3,69155;07050283
Lateral C. RAIMUNDO FERNANDEZ VILLAVERDE;Glorieta Cuatro Caminos-Alenza;Alenza;20/07/2018;27/07/2018;40,44658;-3,70098;07050749
Puente C. RAIMUNDO FERNANDEZ VILLAVERDE;Orense-Paseo de La Castellana;Orense;13/07/2018;20/07/2018;40,44633;-3,69431;07050751
Lateral C. RAIMUNDO FERNANDEZ VILLAVERDE;Orense-Paseo de La Castellana;Orense;13/07/2018;20/07/2018;40,44633;-3,69431;07050753
Lateral Der. C. RIOS ROSAS;Ponzano-Alenza;Santa Engracia;13/06/2018;20/06/2018;40,44202;-3,69933;07050772
Tunel C. RIOS ROSAS;Ponzano-Alenza;Santa Engracia;13/06/2018;20/06/2018;40,44202;-3,69933;07050773
 Pza. SAN JUAN DE LA CRUZ;Castellana (P§)-Rios Rosas;Castellana (P§);13/06/2018;20/06/2018;40,4416;-3,69362;07050783
 Pza. SAN JUAN DE LA CRUZ;Castellana (P§)-Rios Rosas;Rios Rosas;13/06/2018;20/06/2018;40,44147;-3,69381;07050784
Lateral C. SAN JUAN DE LA CRUZ;Castellana (P§)-Rios Rosas;Rios Rosas;13/06/2018;20/06/2018;40,44147;-3,69381;07050785
 C. AGUSTIN DE BETANCOURT;Maria de Guzman-Maudes;Maria de Guzman;17/07/2018;24/07/2018;40,4445;-3,69538;07050975
 C. AGUSTIN DE BETANCOURT;Maria de Guzman-Maudes;Maudes;02/10/2018;09/10/2018;40,44458;-3,69553;07050976
 C. BRAVO MURILLO;MARIA DE GUZMAN-CRISTOBAL DE BORDIU;CRISTOBAL DE BORDIU;12/01/2018;19/01/2018;40,44413;-3,70405;07051216
 Paseo. CASTELLANA;Plaza San Juan de la Cruz-Joaquin Costa;Plaza San Juan de la Cruz;02/11/2018;09/11/2018;40,44471;-3,69168;07051273
 Paseo. CASTELLANA;Plaza San Juan de la Cruz-Joaquin Costa;Joaquin Costa;26/10/2018;02/11/2018;40,44472;-3,69168;07051274
 C. RIOS ROSAS;Modesto Lafuente-Alonso Cano;Alonso Cano;13/06/2018;20/06/2018;40,44179;-3,69689;07051525
 C. ALONSO CANO;Jose Abascal-Breton de los Heros;Breton de los Herreros;03/10/2018;10/10/2018;40,43895;-3,69784;07051637
 C. BRETON DE LOS HERREROS;Zurbano-Fernández de la Hoz;Fernández de la Hoz;03/10/2018;10/10/2018;40,43933333;-3,694116667;07052734
 C. PONZANO;Bretón de los Herreros-Espronceda;Bretón de los Herreros;03/10/2018;10/10/2018;40,4404;-3,699283333;07053261
 C. BRAVO MURILLO;Rios Rosas-Ramiro II;Rios Rosas;16/05/2018;23/05/2018;40,44287;-3,70411;07060188
 C. CEA BERMUDEZ;Guzman el Bueno-Andres Mellado;Guzman el Bueno;31/07/2018;07/08/2018;40,43922;-3,71313;07060292
Lateral izq. C. CEA BERMUDEZ;Guzman el Bueno (Gt¦.)-Blasco de Garay;Blasco de Garay;13/06/2018;20/06/2018;40,43898;-3,71082;07060294
Tunel C. CEA BERMUDEZ;Guzman el Bueno (Gt¦.)-Blasco de Garay;Blasco de Garay;13/06/2018;20/06/2018;40,43899;-3,71082;07060295
 Av. PABLO IGLESIAS;Marques de Lema-Paseo San Francisco de Sales;Paseo San Francisco de Sales;31/07/2018;07/08/2018;40,44551;-3,70706;07060671
 Av. PABLO IGLESIAS;Marques de Lema-Paseo San Francisco de Sales;Marques de Lema;31/07/2018;07/08/2018;40,44555;-3,7071;07060672
 Av. Avenida Reina Victoria;Guzman el Bueno-General Ibanez de Ibero;Guzman el Bueno;03/10/2018;10/10/2018;40,44657;-3,71126;07060933
 Av. Avenida Reina Victoria;Guzman el Bueno-General Ibanez de Ibero;General Ibanez de Ibero;14/06/2018;21/06/2018;40,44651;-3,71128;07060934
 Av. REINA VICTORIA;General Ibanez de Ibero-Avenida de Pablo Iglesias;Avenida de Pablo Iglesias;21/06/2018;28/06/2018;40,44701;-3,70976;07061099
 Av. REINA VICTORIA;General Ibanez de Ibero-Avenida de Pablo Iglesias;General Ibanez de Ibero;14/06/2018;21/06/2018;40,44687;-3,70962;07061100
 Paseo. SAN FRANCISCO DE SALES;General Ibanez de Ibero-Avenida de Pablo Iglesias;Avenida de Pablo Iglesias;14/06/2018;21/06/2018;40,44438;-3,70975;07061109
 C. ISAAC PERAL;Plaza de Cristo Rey-Domenico Scarlatti;Domenico Scarlatti;03/10/2018;10/10/2018;40,44068;-3,71793;07062112
 C. ISAAC PERAL;Plaza de Cristo Rey-Domenico Scarlatti;Plaza de Cristo Rey;27/07/2018;03/08/2018;40,44042;-3,71789;07062113
 Av. MONCLOA;Conde de la Cimera-Glorieta Presidente Garcia Moreno;Glorieta Presidente Garcia Moreno;14/06/2018;21/06/2018;40,44595;-3,71562;07062245
 C. VALLEHERMOSO;Cea Bermudez-Lucio del Valle;Lucio del Valle;13/06/2018;20/06/2018;40,43908;-3,70832;07062587
 C. ANDRES MELLADO;Aviación Española-Juán Vigón;Juán Vigón;03/04/2018;10/04/2018;40,44058333;-3,714033333;07062674
 Av. DEL VALLE;Amapolas-Brisa;Amapolas;03/10/2018;10/10/2018;40,44343333;-3,716466667;07062924
 C. JUAN VIGON;Guzmán el Bueno-Jesús Maestro;Jesús Maestro;21/06/2018;28/06/2018;40,44139;-3,71169;07063127
 C. JUAN VIGON;Guzmán el Bueno-Jesús Maestro;Guzmán el Bueno;21/06/2018;28/06/2018;40,44139;-3,71169;07063128
 Av. LA GUARDIA;Colegio Monte del Pardo-Esquina calle Brunete;Esquina calle Brunete;26/04/2018;03/05/2018;40,51731;-3,7742;08012147
 Av. VALLE DE MENA (Avenida);Buitrago Lozoya (calle) -Camino de Ganapanes;Buitrago Lozoya (calle) ;15/06/2018;22/06/2018;40,470161;-3,716212;08030916
 Av. VALLE DE MENA (Avenida);Buitrago Lozoya (calle) -Camino de Ganapanes;Camino de Ganapanes;15/06/2018;22/06/2018;40,470161;-3,716212;08030917
 Av. VALLE DE MENA (Avenida) LATERAL;Buitrago Lozoya (calle) -Camino de Ganapanes;Buitrago Lozoya (calle) ;15/06/2018;22/06/2018;40,47032;-3,716247;08030918
 Av. VALLE DE MENA (Avenida) LATERAL;Buitrago Lozoya (calle) -Camino de Ganapanes;Camino de Ganapanes;15/06/2018;22/06/2018;40,469949;-3,716354;08030919
 C. CHANTADA;Buitrago de Lozoya-Candido Mateos;Candido Mateos;13/07/2018;20/07/2018;40,47312;-3,71705;08031847
 C. CHANTADA;Buitrago de Lozoya-Candido Mateos;Buitrago del Lozoya;13/07/2018;20/07/2018;40,47312;-3,71705;08031848
 C. ROSALIA DE CASTRO;C RAMON GOMEZ DE LA SERNA-AV ARROYO DEL FRESNO;C RAMON GOMEZ DE LA SERNA;12/01/2018;19/01/2018;40,4839;-3,73095;08032465
 C. ROSALIA DE CASTRO;C RAMON GOMEZ DE LA SERNA-AV ARROYO DEL FRESNO;AV ARROYO DEL FRESNO;12/01/2018;19/01/2018;40,4839;-3,73095;08032466
 C. LA BAÑEZA;Avenida de Ganapanes-Cándido Mateos;Cándido Mateos;13/07/2018;20/07/2018;40,47553333;-3,717266667;08033130
 C. LA BAÑEZA;Avenida de Ganapanes-Cándido Mateos;Avenida de Ganapanes;20/07/2018;27/07/2018;40,47531667;-3,7172;08033131
 Av. MONFORTE DE LEMOS;Ginzo de Limia-Avenida Betanzos;Avenida Betanzos;31/07/2018;07/08/2018;40,47787;-3,71142;08040625
 Av. MONFORTE DE LEMOS;Ginzo de Limia-Avenida Betanzos;Ginzo de Limia;31/07/2018;07/08/2018;40,47787;-3,71142;08040626
 C. SINESIO DELGADO;Ribadavia-Piedrafita del Cebrero (Gt¦.);Piedrafita del Cebrero (Gt¦.);26/10/2018;02/11/2018;40,47137;-3,71175;08040845
 Camino CAMINO DE GANAPANES;CALLE DE CHANTADA-CALLE DE LA BA¥EZA;CALLE DE CHANTADA;12/01/2018;17/01/2018;40,47367;-3,71518;08040989
 Camino CAMINO DE GANAPANES;CALLE DE CHANTADA-CALLE DE LA BA¥EZA;CALLE DE CHANTADA;12/01/2018;22/01/2018;40,47367;-3,71518;08040989
 Camino CAMINO DE GANAPANES;CALLE DE CHANTADA-CALLE DE LA BA¥EZA;CALLE DE LA BA¥EZA;12/01/2018;17/01/2018;40,47367;-3,71518;08040990
 Camino CAMINO DE GANAPANES;CALLE DE CHANTADA-CALLE DE LA BA¥EZA;CALLE DE LA BA¥EZA;12/01/2018;22/01/2018;40,47367;-3,71518;08040990
 Av. MONFORTE DE LEMOS;Avenida de Betanzos-Plaza de Ribadeo;Plaza de Ribadeo;12/01/2018;19/01/2018;40,47777;-3,71163;08041443
 Av. MONFORTE DE LEMOS;Avenida de Betanzos-Plaza de Ribadeo;Avenida de Betanzos;12/01/2018;19/01/2018;40,47777;-3,71163;08041444
 Av. BETANZOS;Avenida Monforte de Lemos-Doctor Ramon Castroviejo;Avenida Monforte de Lemos;12/01/2018;19/01/2018;40,4783;-3,7123;08041729
 Av. BETANZOS;Avenida Monforte de Lemos-Doctor Ramon Castroviejo;Doctor Ramon Castroviejo;12/01/2018;19/01/2018;40,4783;-3,7123;08041730
 Camino GANAPANES;Avenida Monforte de Lemos-Avenida de la Ilustración;Avenida de la Ilustración;16/07/2018;23/07/2018;40,47783333;-3,716316667;08043003
 Camino GANAPANES;Avenida Monforte de Lemos-Avenida de la Ilustración;Avenida Monforte de Lemos;16/07/2018;23/07/2018;40,47783333;-3,716316667;08043004
 Av. BETANZOS;Monforte de Lemos-Glorieta José Francisco de la Isla;Avenida Monforte de Lemos;04/09/2018;11/09/2018;40,478751;-3,712473;08043415
C. PEDRO RICO;Monforte de Lemos-Arzobispo Morcillo;Arzobispo Morcillo;04/01/2018;15/01/2018;40,47948;-3,68993;08052328
 C. PEDRO RICO;Monforte de Lemos-Arzobispo Morcillo;Arzobispo Morcillo;18/04/2018;24/04/2018;40,47948;-3,68993;08052328
 C. PEDRO RICO;Monforte de Lemos-Arzobispo Morcillo;Arzobispo Morcillo;18/04/2018;25/04/2018;40,47948;-3,68993;08052328
 Av. CAMINO DE SANTIAGO;C DE PUENTE REINA-C SAN JUAN ORTEGA;C SAN JUAN ORTEGA;15/01/2018;22/01/2018;40,50283;-3,67363;08060207
 Av. CAMINO DE SANTIAGO;C DE PUENTE REINA-C SAN JUAN ORTEGA;C DE PUENTE REINA;15/01/2018;22/01/2018;40,50283;-3,67363;08060208
 Av. SANTO DOMINGO DE LA CALZADA;Sauceda-Maria de Portugal;Maria de Portugal;15/01/2018;22/01/2018;40,50217;-3,66157;08060807
 C. ALDONZA LORENZO;C CUEVA DE MONTESINOS-RONDA DEL CABALLERO DE LA MANCHA;RONDA DEL CABALLERO DE LA MANCHA;15/01/2018;22/01/2018;40,49923;-3,69012;08061628
 C. ALDONZA LORENZO;C CUEVA DE MONTESINOS-RONDA DEL CABALLERO DE LA MANCHA;C CUEVA DE MONTESINOS;15/01/2018;22/01/2018;40,49923;-3,69012;08061629
C SIERRA DE ATAPUERCA;C SAN JUAN ORTEGA-C VILORIA DE LA RIOJA;C SAN JUAN ORTEGA;15/01/2018;19/01/2018;40,50243;-3,67077;08062538
 C. SIERRA DE ATAPUERCA;C SAN JUAN ORTEGA-C VILORIA DE LA RIOJA;C VILORIA DE LA RIOJA;15/01/2018;22/01/2018;40,50243;-3,67077;08062539
 Av. DEL LLANO CASTELLANO;Nudo Norte-Marcos Orueta;Marcos Orueta;29/10/2018;05/11/2018;40,48368333;-3,684333333;08062911
 Av. DEL LLANO CASTELLANO;Nudo Norte-Marcos Orueta;Nudo Norte;29/10/2018;05/11/2018;40,48376667;-3,6844;08062912
 Av. LLANO CASTELLANOS;Nudo Norte-Mauricio Legendre;Mauricio Legendre;19/01/2018;25/01/2018;40,48368333;-3,684333333;08063149
 Av. ARROYO DEL FRESNO;C DEL VALLE DE PINARES LLANOS-C DE LA SENDA DEL INFANTE;C DE LA SENDA DEL INFANTE;16/01/2018;23/01/2018;40,48807;-3,7285;08071684
 Av. ARROYO DEL FRESNO;C DEL VALLE DE PINARES LLANOS-C DE LA SENDA DEL INFANTE;C DEL VALLE DE PINARES LLANOS;16/01/2018;23/01/2018;40,48807;-3,7285;08071685
 C. DE LA SENDA DEL INFANTE;C COLLADO MOSTAJO-C VALLE DE EN MEDIO;C VALLE DE EN MEDIO;16/01/2018;23/01/2018;40,489;-3,7198;08071919
 C. DE LA SENDA DEL INFANTE;C COLLADO MOSTAJO-C VALLE DE EN MEDIO;C COLLADO MOSTAJO;16/01/2018;23/01/2018;40,489;-3,7198;08071920
 C. FRANCISCO Y JACINTO ALCANTARA;Paseo de Camoens-Paseo del Pintor Rosales;Paseo de Camoens;23/07/2018;30/07/2018;40,42915;-3,72307;09010433
 C. FRANCISCO Y JACINTO ALCANTARA;Paseo de Camoens-Paseo del Pintor Rosales;Paseo del Pintor Rosales;23/07/2018;30/07/2018;40,42915;-3,72307;09010434
 Av. ARCO DE LA VICTORIA (LATERAL);Moncloa-Avenida de los Reyes Católicos;Moncloa;05/04/2018;12/04/2018;40,43581667;-3,720483333;09010895
 Av. Avenida de Valladolid;Loeches-Glorieta Puente de los Franceses;Glorieta Puente de los Franceses;16/07/2018;23/07/2018;40,43271;-3,73322;09010947
 Av. Avenida de Valladolid;Loeches-Glorieta Puente de los Franceses;Loeches;16/07/2018;23/07/2018;40,43256;-3,73312;09010948
 Paseo. CAMOENS;Francisco y Jacinto Alcantara-Ruperto Chapi;Francisco y Jacinto Alcantara;16/07/2018;23/07/2018;40,43024;-3,72505;09010991
Tunel C. CUESTA SAN VICENTE;Paseo del Rey-Glorieta de San Vicente;Glorieta de San Vicente;15/06/2018;22/06/2018;40,42031;-3,71825;09011901
Paso elevado Paseo. RUPERTO CHAPI;Paseo de Camoens-Puente Franceses;Paseo de Camoens;16/07/2018;23/07/2018;40,43404;-3,73251;09012469
Lateral Paseo. RUPERTO CHAPI;Paseo de Camoens-Puente Franceses;Paseo de Camoens;16/07/2018;23/07/2018;40,43396;-3,73251;09012470
Lateral Paseo. RUPERTO CHAPI;Paseo de Camoens-Puente Franceses;Puente Franceses;16/07/2018;23/07/2018;40,43412;-3,73251;09012471
 Paseo. DE LA PUERTA DEL ANGEL;Avenida de Portugal-El Ferial;Avenida de Portugal;02/04/2018;09/04/2018;40,41603333;-3,732833333;09012843
 Paseo. DE LA PUERTA DEL ANGEL;Avenida de Portugal-El Ferial;El Ferial;02/04/2018;09/04/2018;40,41603333;-3,732833333;09012844
 Pte. DE LA REINA VICTORIA;Aniceto Marinas-Ribera del Manzares;Aniceto Marinas;10/04/2018;17/04/2018;40,42476667;-3,726716667;09012847
 Pte. DE LA REINA VICTORIA;Aniceto Marinas-Ribera del Manzares;Ribera del Manzares;10/04/2018;17/04/2018;40,42476667;-3,726716667;09012848
 Paseo. DE LOS PIÑONEROS;Paseo Azul-Paseo de los Chopos;Paseo de los Chopos;03/04/2018;10/04/2018;40,4207;-3,7299;09012860
 Av. DE PORTUGAL (CENTRO DE SALUD);Alfonso Cea-Turismundo;Alfonso Cea;04/04/2018;11/04/2018;40,4115;-3,73805;09012873
 Av. DE PORTUGAL (Nº 91);Puerta del Angel-Fruela;Fruela;04/04/2018;11/04/2018;40,41386667;-3,731733333;09012877
 Paseo. DEL EMBARCADERO;Paseo Azul-Glorieta de Patines;Paseo Azul;04/04/2018;11/04/2018;40,4173;-3,733716667;09012900
 Paseo. DEL PINTOR DE ROSALES;Altamirano-Benito Gutiérrez;Altamirano;04/04/2018;11/04/2018;40,42971667;-3,731033333;09012917
 Paseo. DEL PINTOR DE ROSALES;Ecija-Lisboa;Ecija;04/04/2018;11/04/2018;40,43163333;-3,724516667;09012919
 Pza. ESPANA;Bailen-Gran Via;Gran Via;15/06/2018;22/06/2018;40,42269;-3,71213;09020397
 Pza. ESPANA;Princesa-Martin de los Heros;Princesa;16/01/2018;23/01/2018;40,42387;-3,71268;09020399
Lateral C. FERRAZ;Plaza de Espana-Ventura Rodriguez;Plaza de Espana;17/07/2018;24/07/2018;40,4226;-3,71418;09020407
Lateral C. FERRAZ;Plaza de Espana-Ventura Rodriguez;Ventura Rodriguez;17/07/2018;24/07/2018;40,42291;-3,71407;09020408
Puente C. FERRAZ;Plaza Espana-Ventura Rodriguez;Ventura Rodriguez;17/07/2018;24/07/2018;40,4226;-3,71418;09020409
Puente C. FERRAZ;Plaza Espana-Ventura Rodriguez;Plaza Espana;17/07/2018;24/07/2018;40,42291;-3,71407;09020410
 C. FERRAZ;Quintana-Buen Suceso;Buen Suceso;16/05/2018;23/05/2018;40,42785;-3,7191;09020411
 C. MARQUES DE URQUIJO;Ferraz-Paseo del Pintor Rosales;Paseo del Pintor Rosales;17/07/2018;24/07/2018;40,42907;-3,72061;09020598
 C. MARQUES DE URQUIJO;Ferraz-Paseo del Pintor Rosales;Ferraz;17/07/2018;24/07/2018;40,42907;-3,72061;09020599
Tunel C. PRINCESA;Quintana-Buen Suceso;Quintana;15/06/2018;22/06/2018;40,4297;-3,71566;09020727
Lateral C. PRINCESA;Quintana-Buen Suceso;Quintana;15/06/2018;22/06/2018;40,4297;-3,71566;09020728
 C. PRINCESA;Reyes-San Leonardo;Reyes;15/06/2018;22/06/2018;40,4239;-3,71148;09020730
 C. Calle Princesa;Ventura Rodriguez-Plaza de Espana;Ventura Rodriguez;15/06/2018;22/06/2018;40,42715;-3,7141;09020937
 C. Calle Princesa;Ventura Rodriguez-Plaza de Espana;Plaza de Espana;15/06/2018;22/06/2018;40,42717;-3,71413;09020938
 C. MARQUES DE URQUIJO;Tutor-Martin de los Heros;Martin de los Heros;17/07/2018;24/07/2018;40,42982;-3,71787;09021424
 C. MARQUES DE URQUIJO;Tutor-Martin de los Heros;Tutor;17/07/2018;24/07/2018;40,42982;-3,71787;09021425
 C. PRINCESA;Rey Francisco-Quintana;Rey Francisco;19/07/2018;25/07/2018;40,4283;-3,71484;09021510
Lateral C. CUESTA SAN VICENTE;Paseo del Rey-Glorieta de San Vicente;Glorieta de San Vicente;15/06/2018;22/06/2018;40,42043;-3,71801;09021904
 C. JUAN ALVAREZ MENDIZABAL;Luisa Fernanda-Ventura Rodriguez;Ventura Rodriguez;04/04/2018;11/04/2018;40,4252;-3,71498;09022140
 C. MARTIN DE LOS HEROS;Ventura Rodriguez-Luisa Fernanda;Luisa Fernanda;11/04/2018;18/04/2018;40,42563;-3,71449;09022206
 C. QUINTANA;Ferraz-Paseo Pintor Rosales;Paseo Pintor Rosales;18/07/2018;25/07/2018;40,42727;-3,71906;09022390
Tunel Paseo. REY;Cuesta San Vicente-Ilustracion;Ilustracion;18/07/2018;25/07/2018;40,42067;-3,718;09022416
Lateral Paseo. REY;Cuesta San Vicente-Ilustracion;Cuesta San Vicente;18/07/2018;25/07/2018;40,42069;-3,71802;09022417
 C. VENTURA RODRIGUEZ;Martin de los Heros-Tutor;Tutor;18/07/2018;25/07/2018;40,42564;-3,71371;09022593
 C. BUEN SUCESO;Juán Álvarez Mendizábal-Martín de los Heros;Martín de los Heros;26/06/2018;03/07/2018;40,42891667;-3,717683333;09022737
 Pza. DE LA MONCLOA;Princesa-Fernando El Católico;Princesa;05/04/2018;11/04/2018;40,43328333;-3,718316667;09022837
 C. REY FRANCISCO;Princesa-Tutor;Tutor;05/04/2018;12/04/2018;40,42788333;-3,715283333;09023298
 C. ROMERO ROBLEDO;Princesa-Tutor;Tutor;05/04/2018;12/04/2018;40,43271667;-3,7185;09023304
 Av. COMPLUTENSE;Cardenal Cisneros (Pz.)-Arquitecto Lopez Otero;Arquitecto Lopez Otero;19/07/2018;26/07/2018;40,44221;-3,727;09030304
 Av. COMPLUTENSE;Cardenal Cisneros (Pz.)-Arquitecto Lopez Otero;Cardenal Cisneros (Pz.);19/07/2018;26/07/2018;40,44223;-3,72699;09030305
 Av. COMPLUTENSE;Profesor Aranguren-Juan del Rosal;Juan del Rosal;16/01/2018;23/01/2018;40,44944;-3,72734;09030306
 Av. COMPLUTENSE;Profesor Aranguren-Juan del Rosal;Profesor Aranguren;19/07/2018;26/07/2018;40,45073;-3,72943;09030307
 Paseo. JUAN XXIII;Isla de Alboran (Pz.)-Beatriz de Bobadilla;Isla de Alboran (Pz.);04/10/2018;11/10/2018;40,44846;-3,71675;09030548
 Paseo. JUAN XXIII;Isla de Alboran (Pz.)-Beatriz de Bobadilla;Beatriz de Bobadilla;26/06/2018;03/07/2018;40,44844;-3,71677;09030549
 Av. PABLO IGLESIAS;Almansa-Olimpiada;Almansa;19/07/2018;26/07/2018;40,44996;-3,71044;09030667
 Av. PABLO IGLESIAS;Almansa-Olimpiada;Olimpiada;19/07/2018;26/07/2018;40,44999;-3,71041;09030668
Lateral Av. REYES CATOLICOS;Avenida Arco del Triunfo-Cristo Rey (Pz.);Avenida Arco del Triunfo;20/07/2018;27/07/2018;40,43806;-3,71931;09030768
Lateral Av. REYES CATOLICOS;Avenida Arco del Triunfo-Cristo Rey (Pz.);Cristo Rey (Pz.);20/07/2018;27/07/2018;40,43822;-3,71923;09030769
Tunel Av. REYES CATOLICOS;Avenida Arco del Triunfo-Cristo Rey (Pz.);Avenida Arco del Triunfo;24/09/2018;01/10/2018;40,4381;-3,71925;09030770
 Av. ARCO DE LA VICTORIA (TUNEL);Moncloa-Avenida de los Reyes Católicos;Avenida de los Reyes Católicos;05/04/2018;12/04/2018;40,43613333;-3,720033333;09030896
 C. BEATRIZ DE BOBADILLA;Pedro Justo Dorado Dellmans-Paseo Juan XXIII;Paseo Juan XXIII;18/07/2018;25/07/2018;40,44841;-3,71541;09030986
 C. JOSE ANTONIO NOVAIS;Avenida Complutense-Ramiro de Maeztu;Ramiro de Maeztu;20/07/2018;27/07/2018;40,44812;-3,72628;09031042
 C. JOSE ANTONIO NOVAIS;Avenida Complutense-Ramiro de Maeztu;Avenida Complutense;20/07/2018;27/07/2018;40,44806;-3,7263;09031043
 Av. JUAN DE HERRERA;Pauld Guinard-Avda Martin Fierro;Pauld Guinard;20/07/2018;27/07/2018;40,43876;-3,73127;09031046
 Av. JUAN DE HERRERA;Pauld Guinard-Avda Martin Fierro;Avda Martin Fierro Ciudad Universitaria;20/07/2018;27/07/2018;40,43879;-3,73126;09031047
 Av. MIRAFLORES;Dehesa de la Villa-Sinesio Delgado;Dehesa de la Villa;23/07/2018;30/07/2018;40,45854;-3,72949;09031068
 Av. MIRAFLORES;Dehesa de la Villa-Sinesio Delgado;Sinesio Delgado;23/07/2018;30/07/2018;40,45856;-3,72948;09031069
 C. RAMIRO DE MAEZTU;Don Ramon Menendez Pidal-Avenida Moreras;Avenida Moreras;26/06/2018;03/07/2018;40,44876;-3,72065;09031096
 C. ALMANSA;C ARAVACA-C VASCOS;C ARAVACA;23/01/2018;28/01/2018;40,44947;-3,71217;09031634
 C. ALMANSA;C ARAVACA-C VASCOS;C VASCOS;23/01/2018;28/01/2018;40,44947;-3,71217;09031635
 Av. DOCTOR FEDERICO RUBIO Y GALI;Avenida Pablo Iglesias-Numancia;Avenida Pablo Iglesias;23/07/2018;30/07/2018;40,45272;-3,71254;09031944
 Av. DOCTOR FEDERICO RUBIO Y GALI;Avenida Pablo Iglesias-Numancia;Numancia;23/07/2018;30/07/2018;40,45261;-3,71253;09031945
 Av. LA REINA VICTORIA;Glorieta Presidente Garcia Moreno-Beatriz de Bobadilla;Beatriz de Bobadilla;21/06/2018;28/06/2018;40,44586;-3,71428;09032151
 Av. LA REINA VICTORIA;Glorieta Presidente Garcia Moreno-Beatriz de Bobadilla;Glorieta Presidente Garcia Moreno;14/06/2018;21/06/2018;40,44591;-3,7142;09032152
 C. SENDA DEL REY, LA;Avenida Seneca-Obispo Trejo;Obispo Trejo;23/07/2018;30/07/2018;40,43503;-3,73418;09032525
 C. ALMIRANTE FRANCISCO MORENO;Avenida Doctor Federico Rubio y Galí-Avenida Pablo Iglesias;Avenida Doctor Federico Rubio y Galí;24/07/2018;30/07/2018;40,4545;-3,71405;09032665
