Año;"Camion
Gasolina";"Camion
Gas-oil";"Camion
Otros";"Furgoneta
Gasolina";"Furgoneta
Gas-oil";"Furgoneta
Otros";"Autobuses
Gasolina";"Autobuses
Gas-oil";"Autobuses
Otros";"Turismos
Gasolina";"Turismos
Gas-oil";"Turismos
Otros";"Motocicletas
Gasolina";"Motocicletas
Gas-oil";"Motocicletas
Otros";"Tractor
Gasolina";"Tractor
Gas-oil";"Tractor
Otros";"Otros
Vehiculos
Gasolina";"Otros
Vehiculos
Gas-oil";"Otros
Vehiculos
Otros"
2019;5298;253236;2905;52070;355647;8538;38;9061;1901;1703888;2110664;51510;377410;628;8129;0;30897;0;10652;27103;2453
