Año;"Camion y
furgoneta
Gasolina";"Camion y
furgoneta
Gas-oil";"Camion y
furgoneta
Otros";"Autobuses
Gasolina";"Autobuses
Gas-oil";"Autobuses
Otros";"Turismos
Gasolina";"Turismos
Gas-oil";"Turismos
Otros";"Motocicletas
Gasolina";"Motocicletas
Gas-oil";"Motocicletas
Otros";"Tractor
Gasolina";"Tractor
Gas-oil";"Tractor
Otros";"Otros
Vehiculos
Gasolina";"Otros
Vehiculos
Gas-oil";"Otros
Vehiculos
Otros"
2016;53671;539243;1880;41;9459;995;1394487;2040981;6894;334049;336;1324;0;23142;0;11026;23372;2052
