Año;"Camion
Gasolina";"Camion
Gas-oil";"Camion
Otros";;"Furgoneta
Gasolina";"Furgoneta
Gas-oil";"Furgoneta
Otros";;"Autobuses
Gasolina";"Autobuses
Gas-oil";"Autobuses
Otros";;"Turismos
Gasolina";"Turismos
Gas-oil";"Turismos
Otros";;"Motocicletas
Gasolina";"Motocicletas
Gas-oil";"Motocicletas
Otros";;"Tractor
Gasolina";"Tractor
Gas-oil";"Tractor
Otros";;"Otros
Vehiculos
Gasolina";"Otros
Vehiculos
Gas-oil";"Otros
Vehiculos
Otros";;;;;
2022;5126;254580;5543;;63576;396205;14480;;38;8657;2574;;1987097;1992949;89023;;415071;782;13447;;0;31090;0;;11042;29760;2918;;;;;
