Año;"Camiones
Gasolina";"Camiones
Gasoil";"Camiones
Otros";"Furgonetas
Gasolina";"Furgonetas
Gasoil";"Furgonetas
Otros";"Autobuses
Gasolina";"Autobuses
Gasoil";"Autobuses
Otros";"Turismos
Gasolina";"Turismos
Gasoil";"Turismos
Otros";"Motocicletas
Gasolina";"Motocicletas
Gasoil";"Motocicletas
Otros";"Tractores
Industriales
Gasolina";"Tractores
Industriales
Gasoil";"Tractores
Industriales
Otros";"Otros
Vehiculos
Gasolina";"Otros
Vehiculos
Gasoil";"Otros
Vehiculos
Otros"
2021;5.071;254.441;4.695;58.949;382.496;13.124;37;8.711;2.348;1.864.324;2.032.813;76.631;402.094;765;11.887;0;30.081;0;10.916;30.094;2.682
