Año;"Camion
Gasolina";"Camion
Gas-oil";"Camion
Otros";"Furgoneta
Gasolina";"Furgoneta
Gas-oil";"Furgoneta
Otros";"Autobuses
Gasolina";"Autobuses
Gas-oil";"Autobuses
Otros";"Turismos
Gasolina";"Turismos
Gas-oil";"Turismos
Otros";"Motocicletas
Gasolina";"Motocicletas
Gas-oil";"Motocicletas
Otros";"Tractor
Gasolina";"Tractor
Gas-oil";"Tractor
Otros";"Otros
Vehiculos
Gasolina";"Otros
Vehiculos
Gas-oil";"Otros
Vehiculos
Otros"
2017;5349;251509;1152;48204;315622;2166;40;9614;1273;1470878;2138118;13093;345911;433;1599;0;25126;0;10879;23888;2170
