Año;"Camion
Gasolina";"Camion
Gas-oil";"Camion
Otros";"Furgoneta
Gasolina";"Furgoneta
Gas-oil";"Furgoneta
Otros";"Autobuses
Gasolina";"Autobuses
Gas-oil";"Autobuses
Otros";"Turismos
Gasolina";"Turismos
Gas-oil";"Turismos
Otros";"Motocicletas
Gasolina";"Motocicletas
Gas-oil";"Motocicletas
Otros";"Tractor
Gasolina";"Tractor
Gas-oil";"Tractor
Otros";"Otros
Vehiculos
Gasolina";"Otros
Vehiculos
Gas-oil";"Otros
Vehiculos
Otros"
2020;5216;248031;3526;54629;368687;10537;39;8732;2096;1746747;2072477;63734;390570;698;12209;0;31075;0;10702;28306;2567
