Suma de Camion y furgoneta Gasolina;Suma de Camion y furgoneta Gas-oil;Suma de Camion y furgoneta Otros;Suma de Autobuses Gasolina;Suma de Autobuses Gas-oil;Suma de Autobuses Otros;Suma de Turismos Gasolina;Suma de Turismos Gas-oil;Suma de Turismos Otros;Suma de Motocicletas Gasolina;Suma de Motocicletas Gas-oil;Suma de Motocicletas Otros;Suma de Tractor Gasolina;Suma de Tractor Otros;Suma de Otros Vehiculos Gasolina;Suma de Otros Vehiculos Gas-oil;Suma de Otros Vehiculos Otros
55875;516636;848;43;9477;712;1343478;1910402;2385;306600;164;958;0;0;11476;22241;2061
