Año;"Camion y
furgoneta
Gasolina";"Camion y
furgoneta
Gas-oil";"Camion y
furgoneta
Otros";"Autobuses
Gasolina";"Autobuses
Gas-oil";"Autobuses
Otros";"Turismos
Gasolina";"Turismos
Gas-oil";"Turismos
Otros";"Motocicletas
Gasolina";"Motocicletas
Gas-oil";"Motocicletas
Otros";"Tractor
Gasolina";"Tractor
Gas-oil";"Tractor
Otros";"Otros
Vehiculos
Gasolina";"Otros
Vehiculos
Gas-oil";"Otros
Vehiculos
Otros"
2015;54311;531362;1241;46;9457;776;1352435;1979738;4791;318780;265;1124;0;19548;0;11231;21835;1968
